# All climatologies for cumulative TDD, 1991-2020
# Cumulative thawing degree days starting March 1 from ACIS
#
d_since_march1,GULKANA_AIRPORT,TANANA_AIRPORT,KETCHIKAN_AIRPORT,COLLEGE_OBSERVATORY,AUKE_BAY,BETHEL_AIRPORT,ANCHORAGE_MERRILL_FIELD,SKAGWAY_AIRPORT,EAGLE,BIG_DELTA_AIRPORT,BARROW_AIRPORT,KOTZEBUE_AIRPORT,JUNEAU_AIRPORT,KODIAK_AIRPORT,ILIAMNA_AIRPORT,HAINES_AIRPORT,KING_SALMON_AIRPORT,CORDOVA_AIRPORT,SITKA_AIRPORT,MCGRATH_AP,COLD_BAY_AIRPORT,TALKEETNA_AIRPORT,SAINT_PAUL_ISLAND_AIRPORT,KENAI_AIRPORT,NORTH_POLE,NOME_AIRPORT,BETTLES_AIRPORT,ANCHORAGE_TED_STEVENS_INTERNATIONAL_AIRPORT,YAKUTAT_AIRPORT,ALYESKA,NENANA_MUN_AP,HOMER_AIRPORT,NORTHWAY_AIRPORT,CHICKEN,FAIRBANKS_INTL_AP,DUTCH_HARBOR,MCKINLEY_PARK
85,386.99,382.01,943.67,479.58,790.67,271.81,614.24,790.03,399.23,484.15,0.00,45.29,723.41,529.30,392.75,751.74,411.49,516.34,888.66,432.50,294.48,498.71,95.93,454.03,471.05,106.72,288.77,550.26,522.65,486.78,477.25,486.14,398.00,289.13,529.60,445.83,280.18
86,405.13,403.70,964.12,502.04,812.36,286.63,634.91,811.03,420.64,506.73,0.00,51.50,743.41,544.20,408.52,772.11,427.47,532.54,906.41,453.32,305.96,518.33,103.48,470.15,493.32,116.67,308.59,569.68,537.83,504.82,500.25,501.74,418.00,305.39,554.18,458.01,296.96
87,423.94,424.98,984.17,525.21,833.50,302.28,657.21,832.38,441.35,528.11,0.00,57.29,763.83,559.88,425.38,793.24,444.15,549.21,924.68,474.37,317.93,538.55,111.26,487.53,515.23,126.39,328.79,590.10,553.31,522.27,522.01,518.02,437.77,322.87,578.01,470.42,313.62
88,443.27,445.50,1004.89,547.34,855.28,319.55,679.67,855.19,463.14,549.36,0.00,62.79,784.76,576.71,442.52,815.78,462.30,566.88,943.78,496.39,330.31,560.02,118.66,505.51,537.41,136.31,349.17,610.73,570.54,540.15,543.91,534.99,457.50,339.23,602.16,482.62,329.69
89,462.80,467.95,1024.81,571.15,877.36,337.75,703.21,877.21,484.10,572.11,0.00,69.31,805.64,593.19,460.84,837.87,480.75,583.93,961.86,519.41,342.88,582.00,126.54,523.79,560.30,148.34,370.74,632.61,587.59,558.83,567.51,552.33,478.48,356.09,627.21,494.82,346.12
90,482.64,490.61,1044.76,595.63,898.96,356.13,725.56,898.27,506.46,595.48,0.00,76.40,826.19,608.86,478.98,859.20,498.78,600.44,980.49,542.81,355.80,602.67,134.38,541.64,583.25,160.99,392.06,653.34,603.87,578.78,592.16,569.07,499.01,374.28,652.59,507.25,363.59
91,502.19,512.85,1065.66,619.49,921.12,374.66,747.47,919.21,529.75,618.11,0.00,83.52,846.29,624.98,496.16,880.18,516.83,616.56,998.71,565.76,368.20,623.02,142.40,559.19,606.30,174.91,413.38,673.74,619.95,597.62,616.40,585.98,519.09,394.16,677.54,520.13,381.19
92,521.12,534.54,1086.63,642.99,942.64,393.53,769.25,940.29,551.59,639.73,0.00,90.43,866.41,641.63,514.23,901.22,535.35,632.91,1017.49,588.18,381.08,643.70,150.95,577.12,628.18,187.48,433.91,694.22,636.18,616.69,640.19,602.65,539.06,411.41,702.14,532.36,397.98
93,540.59,557.09,1107.35,665.41,964.43,412.53,791.93,961.83,572.98,661.42,0.00,96.81,886.74,657.70,533.03,923.02,553.58,649.56,1036.41,610.61,394.26,665.32,159.52,594.70,650.61,200.10,455.09,715.80,652.91,635.21,663.76,619.46,559.29,428.72,726.81,545.54,415.41
94,560.54,579.80,1128.72,688.54,986.10,432.28,814.65,983.29,594.86,683.57,0.00,104.29,907.11,673.77,551.26,944.26,572.28,667.49,1056.31,634.28,407.84,687.80,168.18,613.07,673.16,212.27,477.62,737.47,670.11,654.67,687.02,636.94,579.97,448.43,751.88,558.49,433.81
95,580.44,603.32,1149.39,711.99,1008.63,452.45,838.08,1004.41,616.84,705.99,0.00,114.12,927.91,690.44,569.90,965.93,590.76,685.36,1076.24,657.88,421.01,709.93,176.58,632.52,697.16,225.97,500.85,759.37,687.88,674.53,710.52,655.27,600.84,466.36,778.23,572.04,452.14
96,600.92,628.10,1171.11,736.76,1031.01,473.50,861.51,1026.22,640.37,729.53,0.05,125.07,948.71,706.84,588.11,988.17,609.39,702.73,1095.97,682.40,434.69,732.58,185.63,651.59,721.46,241.50,525.63,781.84,705.56,694.92,735.69,673.46,623.12,484.96,805.10,585.34,470.48
97,621.62,652.94,1193.34,761.63,1053.63,494.40,884.66,1049.47,664.75,753.68,0.43,135.04,969.93,723.26,606.65,1012.04,628.24,720.53,1115.49,707.85,448.76,754.51,194.58,670.47,746.46,256.87,551.80,803.16,723.68,715.10,761.12,691.24,644.64,504.84,831.83,599.33,489.69
98,642.48,678.60,1215.41,786.23,1076.79,513.37,908.96,1071.76,689.25,778.78,2.20,145.99,991.18,739.69,625.36,1034.00,646.97,737.58,1134.97,732.67,462.16,777.24,203.49,689.42,771.72,272.72,577.92,825.61,741.33,734.69,787.95,709.00,667.07,525.63,858.63,613.94,509.83
99,663.22,703.84,1236.99,812.35,1100.00,531.67,932.09,1094.41,713.95,804.72,4.28,156.44,1012.56,756.62,642.52,1057.21,664.52,755.45,1154.72,756.59,476.06,799.49,212.85,707.84,798.20,288.19,604.30,846.94,758.16,754.65,814.57,727.09,689.27,545.82,887.00,628.17,529.78
100,684.69,727.98,1258.87,839.06,1122.93,550.47,956.22,1117.35,739.55,830.99,5.76,167.46,1034.46,773.90,659.95,1081.21,682.60,774.58,1175.00,780.39,489.49,823.39,222.23,726.96,824.06,301.32,629.42,869.49,776.84,774.01,840.97,744.16,712.92,567.49,914.37,642.67,550.12
101,706.83,753.12,1281.09,865.14,1146.83,569.50,980.83,1139.62,765.75,857.34,7.44,179.49,1056.73,791.55,678.61,1104.23,701.53,793.45,1195.67,804.06,502.77,846.92,232.09,746.63,849.92,315.02,654.74,892.81,796.42,795.21,867.90,762.25,737.25,589.66,942.50,656.72,570.19
102,728.43,778.43,1303.19,891.24,1169.76,589.42,1004.61,1162.70,791.77,882.51,10.67,191.85,1078.56,809.38,697.07,1127.88,719.60,811.47,1215.40,828.53,516.29,870.70,242.04,765.95,875.69,329.19,679.92,915.76,815.00,816.67,893.16,781.16,761.42,611.33,970.02,670.61,590.67
103,749.55,804.07,1325.37,917.01,1192.81,609.81,1028.52,1185.97,817.54,906.43,14.07,203.80,1100.91,826.80,716.07,1151.88,739.00,829.79,1236.17,853.15,530.94,894.42,252.13,785.47,900.73,344.66,705.44,938.74,833.95,837.22,918.85,799.64,785.32,632.12,997.39,685.10,609.41
104,771.22,831.07,1347.50,941.89,1216.15,631.54,1053.76,1209.01,842.52,930.99,18.24,216.37,1122.99,845.25,735.73,1175.34,759.27,848.42,1256.62,879.07,545.41,919.67,262.89,804.69,926.91,359.94,732.09,962.17,853.22,858.65,946.18,818.43,808.89,651.19,1025.92,700.19,629.05
105,794.55,858.17,1370.52,969.26,1239.81,653.22,1079.48,1232.68,868.57,957.12,22.21,229.87,1145.04,864.80,756.82,1199.82,778.70,867.92,1277.32,905.20,560.24,945.62,274.15,824.91,954.05,374.76,758.21,986.22,872.64,881.42,974.18,837.00,832.89,671.94,1055.27,715.85,650.98
106,819.03,884.81,1393.40,996.95,1263.84,674.84,1106.05,1257.60,895.41,984.50,27.44,244.37,1168.49,884.02,778.66,1225.99,800.23,888.69,1298.69,931.53,575.69,972.29,285.55,845.14,980.64,390.19,784.58,1010.55,892.99,904.44,1002.23,856.02,857.74,692.87,1084.14,731.15,673.05
107,842.98,913.05,1416.77,1025.28,1288.74,698.20,1133.88,1282.56,923.75,1012.02,32.34,260.99,1191.91,904.20,800.75,1251.40,821.33,909.47,1319.82,958.80,591.34,998.61,296.57,865.97,1008.02,407.62,811.50,1036.03,913.61,927.98,1031.92,875.47,883.19,715.39,1113.91,746.54,694.91
108,868.26,941.72,1439.89,1052.53,1313.41,721.50,1161.62,1306.91,951.71,1040.29,37.97,278.94,1214.93,923.62,822.73,1275.99,842.33,929.87,1341.14,986.68,606.96,1025.68,307.50,887.30,1036.04,427.59,838.83,1061.43,934.03,951.80,1061.97,895.56,908.81,737.94,1143.99,761.88,717.69
109,892.85,970.08,1463.66,1080.66,1337.39,744.13,1189.14,1331.74,979.55,1068.27,44.75,298.27,1238.41,942.82,843.35,1299.99,863.05,949.15,1362.34,1014.30,622.36,1052.75,319.48,908.68,1064.13,447.61,866.41,1086.81,954.41,976.14,1091.83,915.99,934.71,761.42,1174.07,777.68,740.60
110,917.38,998.48,1487.06,1109.56,1361.42,766.06,1215.40,1356.34,1007.34,1096.19,52.27,317.96,1262.04,961.65,864.39,1324.97,883.90,968.47,1384.29,1042.35,637.94,1078.78,330.45,929.90,1092.25,466.98,895.36,1111.41,974.58,999.57,1120.59,936.30,961.04,784.11,1204.50,793.02,763.96
111,941.85,1027.10,1511.54,1138.92,1386.70,787.79,1241.25,1381.51,1036.68,1124.61,59.45,336.77,1286.14,981.08,885.50,1349.95,905.20,988.70,1406.24,1070.35,653.01,1104.38,342.12,951.02,1121.01,485.10,924.03,1135.99,995.16,1022.45,1150.02,956.90,987.91,807.99,1235.67,808.59,786.82
112,965.66,1055.65,1535.47,1168.58,1411.37,810.14,1267.18,1406.43,1066.50,1152.67,65.93,357.41,1309.76,1001.33,906.97,1374.75,926.13,1009.28,1428.22,1097.80,669.16,1130.73,354.09,972.00,1150.28,503.83,952.56,1160.67,1015.48,1045.57,1179.62,977.38,1014.83,833.75,1266.92,824.29,809.61
113,990.56,1083.86,1559.42,1197.52,1437.25,833.07,1293.31,1431.35,1095.82,1180.23,71.15,377.46,1334.21,1021.08,928.32,1399.34,947.26,1029.96,1450.50,1125.05,685.09,1156.98,366.49,993.18,1178.78,522.15,980.89,1185.57,1036.40,1068.68,1208.41,997.55,1041.90,857.30,1297.75,841.43,832.39
114,1015.56,1111.89,1583.92,1226.33,1462.68,855.69,1319.79,1456.50,1123.68,1207.33,77.17,397.05,1358.79,1040.85,950.00,1424.36,968.54,1050.64,1473.07,1153.28,701.44,1184.21,378.96,1014.16,1207.34,538.62,1008.97,1210.64,1057.18,1092.77,1237.58,1017.22,1067.55,880.87,1328.30,857.68,855.07
115,1041.42,1140.48,1607.84,1255.14,1488.84,878.24,1347.12,1482.40,1151.56,1236.08,83.14,415.58,1383.49,1060.87,971.94,1450.14,989.67,1071.37,1495.57,1180.56,717.97,1211.26,391.56,1035.69,1236.36,555.62,1037.74,1236.02,1077.93,1116.43,1267.22,1037.81,1094.05,903.39,1359.07,874.38,879.31
116,1065.82,1169.39,1631.87,1283.47,1514.84,901.77,1374.64,1507.46,1180.40,1264.89,88.91,434.36,1407.61,1080.59,994.15,1474.99,1011.62,1092.40,1517.35,1207.91,734.57,1238.08,404.56,1058.09,1265.78,574.29,1066.01,1261.65,1099.11,1140.62,1297.39,1058.95,1120.80,926.56,1390.04,891.65,902.52
117,1089.80,1197.70,1656.02,1312.75,1540.05,924.30,1402.03,1532.79,1209.40,1291.97,94.64,453.67,1431.56,1101.49,1016.56,1500.40,1033.95,1113.37,1539.23,1235.93,751.37,1265.06,417.68,1080.24,1295.25,592.51,1093.59,1287.18,1120.21,1164.24,1327.39,1080.11,1146.83,949.87,1421.01,908.20,925.74
118,1114.59,1225.56,1681.10,1341.58,1565.31,946.68,1429.66,1559.27,1237.86,1319.18,101.57,472.98,1456.16,1122.21,1039.45,1526.77,1055.82,1134.54,1562.06,1264.53,768.07,1292.04,430.73,1102.47,1324.05,610.44,1121.09,1313.30,1141.43,1188.43,1355.51,1101.23,1173.10,972.87,1451.41,924.52,949.08
119,1139.42,1254.35,1706.48,1370.45,1591.26,969.11,1457.16,1584.69,1266.97,1347.30,110.49,494.64,1480.71,1143.78,1062.16,1552.47,1078.92,1156.51,1585.16,1293.13,785.15,1320.26,443.45,1125.64,1353.88,628.34,1150.46,1339.78,1163.26,1212.25,1383.96,1123.23,1200.33,995.61,1482.66,941.57,971.67
120,1165.64,1283.85,1730.96,1399.64,1616.96,991.78,1485.86,1609.67,1295.51,1376.36,119.72,517.67,1505.24,1165.21,1085.50,1577.69,1101.79,1177.78,1608.14,1322.56,802.32,1348.39,456.54,1148.47,1383.97,645.69,1180.63,1366.71,1185.08,1236.61,1414.22,1145.23,1228.05,1016.74,1514.89,959.82,996.01
121,1191.74,1313.73,1755.63,1430.76,1641.56,1014.66,1513.99,1634.59,1326.21,1405.19,127.50,540.26,1529.42,1186.59,1107.35,1602.93,1123.79,1199.71,1631.32,1351.28,820.09,1377.17,469.61,1171.12,1412.79,662.87,1211.08,1393.04,1206.93,1261.77,1443.29,1166.54,1255.58,1037.16,1546.32,977.40,1021.41
