# Data from NWS-APRFC_AK_BreakupDate.csv
# Only sites with more than 30 data points since 1980
# 
,id,siteID,year,breakup
0,7175,Koyukuk River at Bettles,2022,2022-05-05
1,7173,Kobuk River at Shungnak,2022,2022-05-20
2,7172,Buckland River at Buckland,2022,2022-05-21
3,7171,Yukon River at Mountain Village,2022,2022-05-10
4,7170,Yukon River at Marshall,2022,2022-05-15
5,7169,Yukon River at Russian Mission,2022,2022-05-18
6,7168,Yukon River at Holy Cross,2022,2022-05-18
7,7167,Kobuk River at Ambler,2022,2022-05-20
8,7166,Yukon River at Anvik,2022,2022-05-18
9,7164,Kobuk River at Kobuk,2022,2022-05-17
10,7162,Gulkana River nr Gakona,2022,2022-05-07
11,7161,Yukon River at Alakanuk,2022,2022-05-15
12,7160,Yukon River nr Emmonak,2022,2022-05-15
13,7158,Yukon River at Kaltag,2022,2022-05-12
14,7156,Yukon River at Galena,2022,2022-05-11
15,7155,Yukon River at Fort Yukon,2022,2022-05-10
16,7152,Kuskokwim River at Tuluksak,2022,2022-05-04
17,7151,Kuskokwim River at Kalskag,2022,2022-05-08
18,7150,Kuskokwim River at Crooked Creek,2022,2022-05-08
19,7149,Kuskokwim River at Red Devil,2022,2022-05-08
20,7148,Kuskokwim River at Sleetmute,2022,2022-05-08
21,7147,Kuskokwim River at Akiak,2022,2022-05-05
22,7146,Yukon River at Ruby,2022,2022-05-11
23,7145,Kuskokwim River at McGrath,2022,2022-05-09
24,7144,Yentna River at Lake Creek,2022,2022-05-05
25,7142,Yukon River at Tanana,2022,2022-05-09
26,7140,Koyukuk River at Hughes,2022,2022-05-08
27,7139,Koyukuk River at Allakaket,2022,2022-05-06
28,7138,Yukon River at Circle,2022,2022-05-09
29,7137,Susitna River at Sunshine,2022,2022-05-05
30,7136,Yukon River at Dawson,2022,2022-05-07
31,7135,Yukon River at Eagle,2022,2022-05-07
32,7134,Kuskokwim River at Aniak,2022,2022-05-01
33,7133,Kuskokwim River at Stony River,2022,2022-05-05
34,7132,Kuskokwim River at Bethel,2022,2022-05-05
35,7129,Tanana River at Nenana,2022,2022-05-02
36,7128,Chena River at Fairbanks,2022,2022-04-30
37,7125,Chisana River at Northway,2022,2022-04-27
38,7124,Kuskokwim River at Nikolai,2022,2022-04-25
39,7094,Yukon River at Mountain Village,2021,2021-05-12
40,7093,Yukon River at Kaltag,2021,2021-05-11
41,7092,Kobuk River at Shungnak,2021,2021-05-12
42,7091,Kobuk River at Kobuk,2021,2021-05-11
43,7089,Kobuk River at Ambler,2021,2021-05-13
44,7088,Yukon River at Marshall,2021,2021-05-13
45,7086,Yukon River at Holy Cross,2021,2021-05-12
46,7084,Yukon River at Alakanuk,2021,2021-05-16
47,7081,Yukon River nr Emmonak,2021,2021-05-13
48,7079,Koyukuk River at Hughes,2021,2021-05-09
49,7078,Koyukuk River at Allakaket,2021,2021-05-11
50,7077,Yukon River at Fort Yukon,2021,2021-05-11
51,7076,Buckland River at Buckland,2021,2021-05-12
52,7071,Yukon River at Circle,2021,2021-05-10
53,7070,Koyukuk River at Bettles,2021,2021-05-09
54,7069,Yukon River at Tanana,2021,2021-05-07
55,7068,Yukon River at Ruby,2021,2021-05-08
56,7067,Yukon River at Eagle,2021,2021-05-08
57,7066,Yukon River at Galena,2021,2021-05-09
58,7063,Kuskokwim River at Tuluksak,2021,2021-05-06
59,7062,Kuskokwim River at Bethel,2021,2021-05-06
60,7061,Kuskokwim River at Kalskag,2021,2021-05-06
61,7059,Tanana River nr Manley Hot Springs,2021,2021-05-05
62,7058,Yukon River at Dawson,2021,2021-05-06
63,7057,Kuskokwim River at Akiak,2021,2021-05-05
64,7056,Kuskokwim River at McGrath,2021,2021-05-04
65,7055,Susitna River at Sunshine,2021,2021-04-29
66,7054,Kuskokwim River at Aniak,2021,2021-05-03
67,7052,Kuskokwim River at Crooked Creek,2021,2021-05-03
68,7051,Kuskokwim River at Red Devil,2021,2021-04-30
69,7050,Kuskokwim River at Stony River,2021,2021-04-30
70,7049,Gakona River at Gakona,2021,2021-04-26
71,7047,Tanana River at Nenana,2021,2021-04-30
72,7046,Chena River at Fairbanks,2021,2021-04-27
73,7045,Kuskokwim River at Sleetmute,2021,2021-04-29
74,7043,Gulkana River nr Gakona,2021,2021-04-28
75,7042,Chisana River at Northway,2021,2021-04-26
76,7039,Kuskokwim River at Nikolai,2021,2021-04-23
77,7037,Yentna River at Lake Creek,2020,2020-04-30
78,7036,Susitna River at Sunshine,2020,2020-05-01
79,7031,Kuskokwim River at Stony River,2020,2020-04-28
80,7030,Yukon River at Alakanuk,2020,2020-05-14
81,7029,Yukon River nr Emmonak,2020,2020-05-14
82,7028,Kobuk River at Ambler,2020,2020-05-15
83,7027,Yukon River at Fort Yukon,2020,2020-05-08
84,7026,Yukon River at Holy Cross,2020,2020-05-06
85,7025,Yukon River at Kaltag,2020,2020-05-07
86,7024,Kobuk River at Shungnak,2020,2020-05-13
87,7022,Kobuk River at Kobuk,2020,2020-05-12
88,7021,Yukon River at Mountain Village,2020,2020-05-11
89,7019,Yukon River at Marshall,2020,2020-05-10
90,7018,Yukon River at Russian Mission,2020,2020-05-10
91,7017,Yukon River at Anvik,2020,2020-05-10
92,7016,Koyukuk River at Hughes,2020,2020-05-10
93,7015,Buckland River at Buckland,2020,2020-05-10
94,7014,Koyukuk River at Allakaket,2020,2020-05-10
95,7012,Koyukuk River at Bettles,2020,2020-05-09
96,7009,Yukon River at Tanana,2020,2020-05-07
97,7005,Yukon River at Galena,2020,2020-05-07
98,7004,Yukon River at Circle,2020,2020-05-06
99,7003,Tanana River nr Manley Hot Springs,2020,2020-05-01
100,7002,Yukon River at Ruby,2020,2020-05-06
101,7001,Yukon River at Eagle,2020,2020-05-05
102,6999,Kuskokwim River at Bethel,2020,2020-05-03
103,6995,Kuskokwim River at Aniak,2020,2020-05-01
104,6994,Kuskokwim River at Tuluksak,2020,2020-05-04
105,6993,Kuskokwim River at Akiak,2020,2020-05-04
106,6992,Kuskokwim River at Kalskag,2020,2020-05-04
107,6991,Yukon River at Dawson,2020,2020-05-03
108,6990,Kuskokwim River at McGrath,2020,2020-05-02
109,6988,Kuskokwim River at Crooked Creek,2020,2020-04-29
110,6987,Kuskokwim River at Red Devil,2020,2020-04-28
111,6986,Kuskokwim River at Sleetmute,2020,2020-04-28
112,6982,Gulkana River nr Gakona,2020,2020-04-24
113,6981,Gakona River at Gakona,2020,2020-04-26
114,6977,Tanana River at Nenana,2020,2020-04-27
115,6976,Chena River at Fairbanks,2020,2020-04-21
116,6973,Chisana River at Northway,2020,2020-04-23
117,6971,Kuskokwim River at Nikolai,2020,2020-04-21
118,6968,Koyukuk River at Bettles,2019,2019-05-14
119,6967,Kobuk River at Kobuk,2019,2019-05-14
120,6963,Yukon River at Fort Yukon,2019,2019-05-11
121,6962,Koyukuk River at Hughes,2019,2019-05-12
122,6959,Yukon River at Mountain Village,2019,2019-05-08
123,6957,Yukon River at Circle,2019,2019-05-09
124,6953,Yukon River at Ruby,2019,2019-05-08
125,6952,Yukon River nr Emmonak,2019,2019-05-08
126,6951,Yukon River at Kaltag,2019,2019-05-12
127,6950,Yukon River at Galena,2019,2019-05-09
128,6949,Yukon River at Tanana,2019,2019-05-05
129,6948,Yukon River at Russian Mission,2019,2019-05-05
130,6947,Yukon River at Marshall,2019,2019-05-05
131,6946,Yukon River at Holy Cross,2019,2019-05-05
132,6945,Buckland River at Buckland,2019,2019-05-05
133,6944,Kuskokwim River at Stony River,2019,2019-04-28
134,6943,Kuskokwim River at Akiak,2019,2019-04-26
135,6942,Yukon River at Eagle,2019,2019-05-01
136,6941,Tanana River nr Manley Hot Springs,2019,2019-04-30
137,6940,Kuskokwim River at Tuluksak,2019,2019-04-30
138,6939,Kuskokwim River at Kalskag,2019,2019-04-29
139,6938,Kuskokwim River at Aniak,2019,2019-04-29
140,6937,Gakona River at Gakona,2019,2019-04-29
141,6936,Kuskokwim River at Red Devil,2019,2019-04-29
142,6935,Kuskokwim River at Crooked Creek,2019,2019-04-29
143,6934,Kuskokwim River at Sleetmute,2019,2019-04-28
144,6933,Kuskokwim River at McGrath,2019,2019-04-28
145,6932,Yukon River at Dawson,2019,2019-04-23
146,6931,Susitna River at Sunshine,2019,2019-04-17
147,6929,Yentna River at Lake Creek,2019,2019-04-15
148,6927,Tanana River at Nenana,2019,2019-04-14
149,6926,Kuskokwim River at Bethel,2019,2019-04-12
150,6923,Chisana River at Northway,2019,2019-04-10
151,6921,Kuskokwim River at Nikolai,2019,2019-03-31
152,6920,Chena River at Fairbanks,2018,2018-04-25
153,6916,Kobuk River at Ambler,2018,2018-05-16
154,6915,Kobuk River at Shungnak,2018,2018-05-16
155,6914,Kobuk River at Kobuk,2018,2018-05-11
156,6913,Yukon River at Mountain Village,2018,2018-05-14
157,6911,Yukon River at Marshall,2018,2018-05-15
158,6910,Yukon River at Russian Mission,2018,2018-05-14
159,6909,Yukon River at Holy Cross,2018,2018-05-16
160,6908,Yukon River at Anvik,2018,2018-05-15
161,6907,Yukon River at Kaltag,2018,2018-05-14
162,6906,Tanana River at Nenana,2018,2018-05-01
163,6904,Koyukuk River at Hughes,2018,2018-05-11
164,6899,Koyukuk River at Allakaket,2018,2018-05-11
165,6898,Buckland River at Buckland,2018,2018-05-12
166,6897,Yukon River at Ruby,2018,2018-05-12
167,6896,Yukon River at Fort Yukon,2018,2018-05-12
168,6895,Yukon River at Galena,2018,2018-05-12
169,6894,Koyukuk River at Bettles,2018,2018-05-11
170,6893,Yukon River at Circle,2018,2018-05-10
171,6891,Tanana River nr Manley Hot Springs,2018,2018-05-08
172,6890,Yukon River at Tanana,2018,2018-05-07
173,6889,Kuskokwim River at McGrath,2018,2018-05-09
174,6888,Yukon River at Eagle,2018,2018-05-08
175,6887,Yukon River at Dawson,2018,2018-05-08
176,6886,Gulkana River nr Gakona,2018,2018-05-06
177,6885,Gakona River at Gakona,2018,2018-05-06
178,6883,Susitna River at Sunshine,2018,2018-05-04
179,6882,Kuskokwim River at Akiak,2018,2018-05-04
180,6881,Yentna River at Lake Creek,2018,2018-05-03
181,6879,Kuskokwim River at Tuluksak,2018,2018-05-04
182,6878,Kuskokwim River at Stony River,2018,2018-05-02
183,6876,Kuskokwim River at Bethel,2018,2018-05-02
184,6875,Kuskokwim River at Kalskag,2018,2018-05-05
185,6874,Kuskokwim River at Aniak,2018,2018-05-01
186,6873,Kuskokwim River at Crooked Creek,2018,2018-04-29
187,6872,Kuskokwim River at Sleetmute,2018,2018-04-29
188,6871,Kuskokwim River at Red Devil,2018,2018-04-29
189,6868,Chisana River at Northway,2018,2018-04-25
190,6867,Kuskokwim River at Nikolai,2018,2018-04-24
192,6828,Susitna River at Sunshine,2017,2017-04-29
193,6823,Kobuk River at Ambler,2017,2017-05-13
194,6822,Kobuk River at Shungnak,2017,2017-05-14
195,6821,Kobuk River at Kobuk,2017,2017-05-12
196,6820,Buckland River at Buckland,2017,2017-05-14
197,6819,Koyukuk River at Hughes,2017,2017-05-09
198,6818,Koyukuk River at Allakaket,2017,2017-05-09
199,6817,Koyukuk River at Bettles,2017,2017-05-08
200,6816,Yukon River nr Emmonak,2017,2017-05-14
201,6815,Yukon River at Alakanuk,2017,2017-05-14
202,6814,Yukon River at Mountain Village,2017,2017-05-11
203,6812,Yukon River at Marshall,2017,2017-05-10
204,6811,Yukon River at Russian Mission,2017,2017-05-06
205,6810,Yukon River at Holy Cross,2017,2017-05-06
206,6809,Yukon River at Anvik,2017,2017-05-11
207,6808,Yukon River at Kaltag,2017,2017-05-10
208,6805,Yukon River at Galena,2017,2017-05-11
209,6804,Yukon River at Ruby,2017,2017-05-09
210,6803,Yukon River at Tanana,2017,2017-05-10
211,6799,Yukon River at Fort Yukon,2017,2017-05-11
212,6798,Yukon River at Circle,2017,2017-05-08
213,6797,Yukon River at Eagle,2017,2017-05-04
214,6796,Yukon River at Dawson,2017,2017-05-03
215,6794,Kuskokwim River at Bethel,2017,2017-05-06
216,6792,Kuskokwim River at Akiak,2017,2017-05-07
217,6791,Kuskokwim River at Tuluksak,2017,2017-05-07
218,6790,Kuskokwim River at Kalskag,2017,2017-05-04
219,6789,Kuskokwim River at Aniak,2017,2017-05-03
220,6788,Kuskokwim River at Crooked Creek,2017,2017-05-03
221,6787,Kuskokwim River at Red Devil,2017,2017-04-28
222,6786,Kuskokwim River at Sleetmute,2017,2017-04-27
223,6785,Kuskokwim River at McGrath,2017,2017-05-04
224,6783,Tanana River at Nenana,2017,2017-05-01
225,6781,Chena River at Fairbanks,2017,2017-04-29
226,6780,Gulkana River nr Gakona,2017,2017-04-27
227,6779,Gakona River at Gakona,2017,2017-04-27
228,6777,Yentna River at Lake Creek,2017,2017-04-26
229,6776,Kuskokwim River at Stony River,2017,2017-04-26
230,6772,Kuskokwim River at Nikolai,2017,2017-04-23
231,6767,Kobuk River at Ambler,2016,2016-05-03
232,6766,Kobuk River at Shungnak,2016,2016-05-04
233,6765,Kobuk River at Kobuk,2016,2016-05-04
234,6764,Koyukuk River at Allakaket,2016,2016-05-01
235,6763,Koyukuk River at Bettles,2016,2016-04-30
236,6762,Yukon River nr Emmonak,2016,2016-05-03
237,6761,Yukon River at Alakanuk,2016,2016-05-03
238,6760,Yukon River at Mountain Village,2016,2016-04-28
239,6758,Yukon River at Marshall,2016,2016-04-25
240,6757,Yukon River at Russian Mission,2016,2016-04-25
241,6756,Yukon River at Anvik,2016,2016-05-04
242,6755,Yukon River at Kaltag,2016,2016-05-01
243,6753,Yukon River at Holy Cross,2016,2016-04-26
244,6750,Tanana River nr Manley Hot Springs,2016,2016-04-28
245,6749,Tanana River at Nenana,2016,2016-04-23
246,6748,Chena River at Fairbanks,2016,2016-04-22
247,6737,Koyukuk River at Hughes,2016,2016-04-30
248,6736,Yukon River at Galena,2016,2016-05-02
249,6735,Yukon River at Ruby,2016,2016-05-02
250,6734,Yukon River at Tanana,2016,2016-04-29
251,6733,Yukon River at Fort Yukon,2016,2016-05-01
252,6732,Yukon River at Circle,2016,2016-04-29
253,6729,Yukon River at Eagle,2016,2016-04-26
254,6728,Kuskokwim River at McGrath,2016,2016-04-24
255,6727,Kuskokwim River at Stony River,2016,2016-04-23
256,6726,Yukon River at Dawson,2016,2016-04-23
257,6724,Kuskokwim River at Bethel,2016,2016-04-20
258,6723,Kuskokwim River at Akiak,2016,2016-04-21
259,6722,Kuskokwim River at Tuluksak,2016,2016-04-21
260,6721,Kuskokwim River at Kalskag,2016,2016-04-20
261,6720,Kuskokwim River at Aniak,2016,2016-04-19
262,6719,Kuskokwim River at Crooked Creek,2016,2016-04-21
263,6718,Kuskokwim River at Red Devil,2016,2016-04-19
264,6717,Kuskokwim River at Sleetmute,2016,2016-04-18
265,6716,Kuskokwim River at Nikolai,2016,2016-04-11
266,6714,Chisana River at Northway,2016,2016-04-11
267,6713,Susitna River at Sunshine,2016,2016-04-16
268,6710,Yentna River at Lake Creek,2016,2016-04-14
269,6709,Yukon River at Dawson,2011,2011-05-07
270,6706,Gakona River at Gakona,2015,2015-05-03
271,6702,Kobuk River at Ambler,2015,2015-05-13
272,6701,Kobuk River at Shungnak,2015,2015-05-12
273,6700,Kobuk River at Kobuk,2015,2015-05-11
274,6699,Buckland River at Buckland,2015,2015-05-15
275,6698,Koyukuk River at Hughes,2015,2015-05-05
276,6697,Koyukuk River at Allakaket,2015,2015-05-05
277,6696,Koyukuk River at Bettles,2015,2015-05-07
278,6695,Yukon River nr Emmonak,2015,2015-05-16
279,6694,Yukon River at Alakanuk,2015,2015-05-16
280,6693,Yukon River at Mountain Village,2015,2015-05-12
281,6691,Yukon River at Marshall,2015,2015-05-11
282,6690,Yukon River at Russian Mission,2015,2015-05-13
283,6689,Yukon River at Holy Cross,2015,2015-05-11
284,6688,Yukon River at Anvik,2015,2015-05-14
285,6687,Yukon River at Kaltag,2015,2015-05-11
286,6684,Yukon River at Galena,2015,2015-05-09
287,6683,Yukon River at Ruby,2015,2015-05-08
288,6679,Yukon River at Fort Yukon,2015,2015-05-12
289,6678,Yukon River at Circle,2015,2015-05-11
290,6676,Kuskokwim River at Kalskag,2015,2015-05-05
291,6675,Kuskokwim River at Akiak,2015,2015-05-06
292,6674,Kuskokwim River at Crooked Creek,2015,2015-04-29
293,6673,Yukon River at Tanana,2015,2015-05-07
294,6672,Yukon River at Eagle,2015,2015-05-06
295,6671,Kuskokwim River at Tuluksak,2015,2015-05-05
296,6668,Kuskokwim River at Aniak,2015,2015-05-04
297,6667,Yukon River at Dawson,2015,2015-05-04
298,6666,Kuskokwim River at Bethel,2015,2015-05-04
299,6665,Gulkana River nr Gakona,2015,2015-05-03
300,6663,Tanana River nr Manley Hot Springs,2015,2015-05-01
301,6662,Kuskokwim River at McGrath,2015,2015-04-30
302,6660,Kuskokwim River at Sleetmute,2015,2015-04-30
303,6659,Kuskokwim River at Red Devil,2015,2015-04-30
304,6658,Kuskokwim River at Stony River,2015,2015-04-30
305,6655,Yentna River at Lake Creek,2015,2015-04-28
306,6654,Susitna River at Sunshine,2015,2015-04-30
307,6652,Chena River at Fairbanks,2015,2015-04-24
308,6650,Tanana River at Nenana,2015,2015-04-24
309,6649,Kuskokwim River at Nikolai,2015,2015-04-15
310,6616,Kobuk River at Ambler,2014,2014-05-11
311,6615,Kobuk River at Shungnak,2014,2014-05-10
312,6614,Kobuk River at Kobuk,2014,2014-05-10
313,6613,Buckland River at Buckland,2014,2014-05-04
314,6612,Koyukuk River at Hughes,2014,2014-05-05
315,6611,Koyukuk River at Allakaket,2014,2014-05-04
316,6610,Koyukuk River at Bettles,2014,2014-05-03
317,6609,Yukon River nr Emmonak,2014,2014-05-10
318,6608,Yukon River at Mountain Village,2014,2014-05-04
319,6606,Yukon River at Marshall,2014,2014-05-03
320,6605,Yukon River at Russian Mission,2014,2014-05-02
321,6604,Yukon River at Holy Cross,2014,2014-05-07
322,6603,Yukon River at Anvik,2014,2014-05-07
323,6602,Yukon River at Kaltag,2014,2014-05-07
324,6599,Yukon River at Galena,2014,2014-05-05
325,6598,Yukon River at Ruby,2014,2014-05-04
326,6597,Yukon River at Tanana,2014,2014-05-03
327,6593,Yukon River at Fort Yukon,2014,2014-05-06
328,6592,Yukon River at Circle,2014,2014-05-05
329,6591,Yukon River at Eagle,2014,2014-05-01
330,6590,Yukon River at Dawson,2014,2014-05-02
331,6588,Kuskokwim River at Bethel,2014,2014-05-02
332,6587,Kuskokwim River at Akiak,2014,2014-05-04
333,6586,Kuskokwim River at Tuluksak,2014,2014-05-04
334,6585,Kuskokwim River at Kalskag,2014,2014-04-30
335,6584,Kuskokwim River at Aniak,2014,2014-05-01
336,6583,Kuskokwim River at Crooked Creek,2014,2014-05-02
337,6582,Kuskokwim River at Red Devil,2014,2014-05-01
338,6581,Kuskokwim River at Sleetmute,2014,2014-05-01
339,6580,Kuskokwim River at Stony River,2014,2014-05-02
340,6579,Kuskokwim River at McGrath,2014,2014-04-30
341,6578,Kuskokwim River at Nikolai,2014,2014-04-22
342,6577,Tanana River nr Manley Hot Springs,2014,2014-04-29
343,6576,Tanana River at Nenana,2014,2014-04-25
344,6573,Chena River at Fairbanks,2014,2014-04-22
345,6572,Gulkana River nr Gakona,2014,2014-04-25
346,6571,Gakona River at Gakona,2014,2014-04-30
347,6569,Yentna River at Lake Creek,2014,2014-05-01
348,6568,Susitna River at Sunshine,2014,2014-05-02
349,6563,Yukon River at Ruby,2013,2013-05-25
350,6562,Koyukuk River at Hughes,2013,2013-05-27
351,6561,Koyukuk River at Allakaket,2013,2013-05-27
352,6560,Yukon River nr Emmonak,2013,2013-06-03
353,6559,Yukon River at Alakanuk,2013,2013-06-03
354,6558,Yukon River at Mountain Village,2013,2013-06-01
355,6556,Yukon River at Marshall,2013,2013-05-27
356,6555,Yukon River at Russian Mission,2013,2013-05-28
357,6554,Yukon River at Holy Cross,2013,2013-05-29
358,6553,Yukon River at Anvik,2013,2013-05-30
359,6552,Yukon River at Kaltag,2013,2013-05-30
360,6549,Yukon River at Galena,2013,2013-05-26
361,6548,Yukon River at Tanana,2013,2013-05-24
362,6544,Yukon River at Circle,2013,2013-05-19
363,6543,Yukon River at Eagle,2013,2013-05-17
364,6542,Yukon River at Dawson,2013,2013-05-15
365,6541,Koyukuk River at Bettles,2013,2013-05-24
366,6540,Yukon River at Fort Yukon,2013,2013-05-21
367,6538,Koyukuk River at Hughes,1983,1983-05-11
368,6531,Koyukuk River at Allakaket,1983,1983-05-02
369,6530,Koyukuk River at Bettles,1983,1983-05-02
370,6522,Yukon River at Galena,1982,1982-05-20
371,6521,Yukon River at Galena,1980,1980-05-10
372,6510,Koyukuk River at Hughes,2012,2012-05-12
373,6509,Koyukuk River at Allakaket,2012,2012-05-12
374,6508,Yukon River at Fort Yukon,2012,2012-05-09
375,6507,Yukon River at Tanana,2012,2012-05-06
376,6505,Yukon River at Russian Mission,2012,2012-05-15
377,6504,Yukon River at Ruby,2012,2012-05-08
378,6500,Yukon River at Mountain Village,2012,2012-05-22
379,6499,Yukon River at Marshall,2012,2012-05-15
380,6497,Yukon River at Kaltag,2012,2012-05-14
381,6496,Yukon River at Holy Cross,2012,2012-05-15
382,6494,Yukon River nr Emmonak,2012,2012-05-25
383,6493,Yukon River at Dawson,2012,2012-05-01
384,6491,Yukon River at Anvik,2012,2012-05-15
385,6490,Yukon River at Alakanuk,2012,2012-05-25
386,6489,Yukon River at Eagle,2012,2012-04-29
387,6488,Yukon River at Circle,2012,2012-05-04
388,6487,Koyukuk River at Bettles,2012,2012-05-10
389,6486,Yukon River at Galena,2012,2012-05-11
390,6483,Yukon River at Alakanuk,2011,2011-05-22
391,6481,Yukon River at Marshall,2011,2011-05-17
392,6479,Yukon River at Kaltag,2011,2011-05-16
393,6476,Koyukuk River at Hughes,2011,2011-05-14
394,6475,Koyukuk River at Allakaket,2011,2011-05-15
395,6474,Koyukuk River at Bettles,2011,2011-05-13
396,6473,Yukon River at Holy Cross,2011,2011-05-19
397,6472,Yukon River at Mountain Village,2011,2011-05-19
398,6471,Yukon River nr Emmonak,2011,2011-05-22
399,6470,Yukon River at Russian Mission,2011,2011-05-19
400,6469,Yukon River at Anvik,2011,2011-05-17
401,6468,Yukon River at Tanana,2011,2011-05-13
402,6466,Yukon River at Fort Yukon,2011,2011-05-13
403,6465,Yukon River at Eagle,2011,2011-05-07
404,6464,Yukon River at Circle,2011,2011-05-15
405,6461,Yukon River at Ruby,2011,2011-05-13
406,6457,Yukon River at Galena,2011,2011-05-16
407,6456,Yukon River at Alakanuk,2010,2010-05-24
408,6455,Yukon River at Mountain Village,2010,2010-05-20
409,6451,Yukon River at Circle,2010,2010-05-06
410,6449,Yukon River at Galena,2010,2010-05-11
411,6447,Yukon River at Ruby,2010,2010-05-08
412,6446,Yukon River at Marshall,2009,2009-05-20
413,6445,Yukon River at Russian Mission,2010,2010-05-15
414,6444,Yukon River at Holy Cross,2010,2010-05-15
415,6442,Yukon River at Marshall,2010,2010-05-17
416,6441,Yukon River at Anvik,2010,2010-05-13
417,6440,Yukon River at Kaltag,2010,2010-05-12
418,6438,Yukon River at Tanana,2010,2010-05-06
419,6436,Koyukuk River at Allakaket,2010,2010-05-01
420,6435,Yukon River at Fort Yukon,2010,2010-05-04
421,6433,Koyukuk River at Hughes,2010,2010-05-02
422,6431,Koyukuk River at Bettles,2010,2010-04-30
423,6429,Yukon River at Eagle,2010,2010-04-29
424,6428,Koyukuk River at Hughes,2009,2009-05-04
425,6427,Koyukuk River at Allakaket,2009,2009-05-03
426,6426,Yukon River nr Emmonak,2009,2009-05-23
427,6425,Yukon River at Alakanuk,2009,2009-05-23
428,6424,Yukon River at Mountain Village,2009,2009-05-22
429,6422,Yukon River at Russian Mission,2009,2009-05-17
430,6421,Yukon River at Holy Cross,2009,2009-05-13
431,6420,Yukon River at Anvik,2009,2009-05-13
432,6419,Yukon River at Kaltag,2009,2009-05-12
433,6418,Yukon River at Galena,2009,2009-05-11
434,6417,Yukon River at Tanana,2009,2009-05-10
435,6414,Yukon River at Circle,2009,2009-05-06
436,6413,Yukon River at Dawson,2009,2009-05-04
437,6412,Yukon River at Fort Yukon,2009,2009-05-06
438,6411,Koyukuk River at Bettles,2009,2009-05-03
439,6406,Yukon River at Dawson,2010,2010-04-29
440,6405,Yukon River at Ruby,2009,2009-05-06
441,6403,Yukon River at Eagle,2009,2009-05-03
442,6402,Yukon River at Circle,2008,2008-05-08
443,6400,Yukon River at Galena,2008,2008-05-13
444,6399,Yukon River at Fort Yukon,2008,2008-05-07
445,6396,Koyukuk River at Hughes,2008,2008-05-10
446,6395,Koyukuk River at Bettles,2008,2008-05-10
447,6394,Yukon River nr Emmonak,2008,2008-05-23
448,6393,Yukon River at Alakanuk,2008,2008-05-23
449,6392,Yukon River at Mountain Village,2008,2008-05-19
450,6389,Yukon River at Ruby,2008,2008-05-11
451,6385,Yukon River at Eagle,2008,2008-05-03
452,6384,Koyukuk River at Allakaket,2008,2008-05-10
453,6382,Yukon River at Russian Mission,2008,2008-05-18
454,6381,Yukon River at Holy Cross,2008,2008-05-18
455,6380,Yukon River at Anvik,2008,2008-05-17
456,6379,Yukon River at Kaltag,2008,2008-05-13
457,6378,Yukon River at Tanana,2008,2008-05-11
458,6375,Yukon River at Dawson,2008,2008-05-04
459,6374,Yukon River at Alakanuk,2005,2005-05-16
460,6373,Yukon River nr Emmonak,2005,2005-05-14
461,6372,Yukon River at Mountain Village,2003,2003-05-10
462,6371,Yukon River at Mountain Village,2005,2005-05-12
463,6369,Yukon River at Russian Mission,2005,2005-05-09
464,6368,Yukon River at Holy Cross,2005,2005-05-08
465,6367,Yukon River at Holy Cross,2003,2003-05-12
466,6366,Yukon River at Anvik,2004,2004-05-05
467,6365,Yukon River at Anvik,2005,2005-05-07
468,6364,Yukon River at Kaltag,2005,2005-05-06
469,6359,Yukon River at Tanana,2005,2005-05-01
470,6354,Yukon River at Circle,2005,2005-04-30
471,6352,Yukon River at Alakanuk,2007,2007-05-18
472,6351,Yukon River nr Emmonak,2007,2007-05-18
473,6350,Yukon River at Mountain Village,2007,2007-05-13
474,6348,Yukon River at Russian Mission,2007,2007-05-10
475,6347,Yukon River at Holy Cross,2007,2007-05-10
476,6346,Yukon River at Anvik,2007,2007-05-11
477,6345,Yukon River at Kaltag,2007,2007-05-08
478,6343,Yukon River at Galena,2007,2007-05-10
479,6342,Yukon River at Ruby,2007,2007-05-05
480,6341,Yukon River at Tanana,2007,2007-04-30
481,6340,Yukon River at Dawson,2007,2007-05-04
482,6336,Yukon River at Fort Yukon,2007,2007-05-07
483,6335,Yukon River at Circle,2007,2007-05-05
484,6334,Yukon River at Eagle,2007,2007-04-30
485,6333,Koyukuk River at Hughes,2007,2007-05-02
486,6332,Koyukuk River at Allakaket,2007,2007-05-02
487,6331,Koyukuk River at Bettles,2007,2007-05-05
488,6328,Yukon River at Dawson,2006,2006-05-11
489,6324,Yukon River at Fort Yukon,2006,2006-05-12
490,6323,Yukon River at Galena,2006,2006-05-16
491,6320,Koyukuk River at Allakaket,2006,2006-05-12
492,6319,Koyukuk River at Bettles,2006,2006-05-11
493,6316,Koyukuk River at Hughes,2006,2006-05-13
494,6312,Yukon River at Alakanuk,2006,2006-05-28
495,6311,Yukon River nr Emmonak,2006,2006-05-28
496,6310,Yukon River at Mountain Village,2006,2006-05-25
497,6308,Yukon River at Marshall,2006,2006-05-23
498,6306,Yukon River at Russian Mission,2006,2006-05-22
499,6305,Yukon River at Holy Cross,2006,2006-05-22
500,6304,Yukon River at Anvik,2006,2006-05-22
501,6303,Yukon River at Kaltag,2006,2006-05-19
502,6298,Yukon River at Ruby,2006,2006-05-16
503,6297,Yukon River at Tanana,2006,2006-05-15
