# KING_SALMON_AIRPORT
# Cumulative degree days > 25 starting March 1 from ACIS, gaps filled from climatology
# No years excluded (all years had 10 or fewer days of missing data)
#
d_since_march1,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
10,73.00,78.50,41.50,60.50,124.00,54.50,7.00,61.00,55.50,0.00,26.00,44.00,33.00,32.00,64.00,37.50,60.50,29.50,94.00,0.00,117.50,100.50,5.50,54.50,66.50,119.50,9.00,0.00,74.00,67.00,0.00,8.50,0.50,75.50,23.50,65.50,97.50,0.00,20.00,116.50,6.50,15.50,104.00,26.00
11,73.00,87.50,41.50,61.50,135.50,56.00,13.50,69.00,65.00,0.00,26.00,50.50,33.00,37.00,68.00,37.50,77.50,29.50,105.50,0.00,127.00,107.00,5.50,54.50,77.00,135.00,15.00,0.00,74.00,67.00,0.00,8.50,0.50,75.50,23.50,65.50,111.00,0.00,28.50,126.00,6.50,15.50,116.00,26.00
12,73.00,100.00,41.50,70.50,147.50,56.00,26.50,76.00,65.00,0.00,26.50,56.00,33.00,40.00,70.00,37.50,93.50,29.50,120.00,0.00,137.50,114.00,5.50,54.50,83.50,150.00,15.00,0.00,74.00,67.00,0.00,8.50,0.50,75.50,23.50,65.50,119.50,0.00,30.50,135.50,6.50,15.50,120.00,26.00
13,73.00,112.50,48.00,75.50,158.00,56.00,34.50,83.00,65.00,0.00,26.50,56.00,35.00,40.00,70.00,37.50,108.00,29.50,135.00,0.00,148.50,123.00,11.00,54.50,89.00,167.00,15.00,0.00,74.00,67.00,0.00,8.50,0.50,75.50,23.50,65.50,126.00,0.00,32.00,141.00,6.50,15.50,120.00,26.00
14,73.00,124.50,48.00,81.50,174.50,56.00,42.50,96.00,65.00,0.00,26.50,56.00,46.50,41.50,70.00,37.50,121.00,29.50,151.00,0.00,163.00,130.00,25.00,54.50,95.00,178.50,15.00,0.00,86.00,67.00,0.00,8.50,0.50,75.50,23.50,68.00,131.00,0.00,36.00,149.00,11.50,15.50,120.00,26.00
15,73.00,137.00,52.00,90.50,190.00,56.00,55.50,109.00,65.00,0.00,26.50,56.50,55.00,51.50,70.00,37.50,128.00,29.50,162.50,0.00,170.50,130.00,37.00,54.50,101.00,189.00,15.00,0.00,95.50,67.00,0.00,8.50,0.50,75.50,23.50,79.50,131.00,0.00,48.00,161.50,23.00,15.50,120.00,26.00
16,73.00,146.00,64.50,101.50,207.50,64.00,67.50,114.50,66.50,0.00,26.50,56.50,66.00,61.00,70.00,37.50,134.00,29.50,176.50,0.00,173.00,130.00,48.00,54.50,101.00,200.50,20.50,0.00,95.50,67.00,0.00,8.50,0.50,77.00,33.00,95.00,131.00,0.00,60.00,164.00,34.00,15.50,120.00,26.00
17,78.00,161.00,74.00,116.50,218.50,71.50,80.00,121.00,71.50,0.00,26.50,56.50,75.00,71.50,70.00,37.50,135.50,29.50,192.00,4.00,177.00,130.00,57.00,54.50,101.00,211.50,20.50,0.00,95.50,67.00,0.00,8.50,0.50,77.00,33.00,112.50,133.00,0.00,71.00,166.50,38.50,15.50,120.00,26.00
18,78.00,174.00,87.00,133.00,227.00,80.50,83.50,124.50,75.50,3.50,28.00,56.50,87.00,86.00,70.00,37.50,135.50,29.50,209.50,13.00,189.00,130.00,66.50,54.50,101.00,218.50,20.50,0.00,95.50,67.00,0.50,16.00,0.50,77.00,33.00,128.50,133.00,0.00,79.00,171.00,45.50,15.50,120.00,27.50
19,91.00,187.50,98.00,149.00,241.00,85.50,83.50,131.50,76.00,14.00,28.00,56.50,91.00,99.00,70.00,37.50,137.50,29.50,225.00,24.50,202.50,130.00,75.50,54.50,101.00,218.50,20.50,0.00,95.50,67.00,3.50,27.50,0.50,77.00,33.00,140.50,133.00,0.00,82.50,180.50,53.00,19.00,120.00,30.00
20,102.00,198.50,112.50,164.50,254.50,89.00,83.50,146.50,76.00,15.00,28.50,58.00,91.00,110.50,70.00,37.50,151.00,37.50,232.50,34.00,214.50,130.00,86.00,54.50,101.00,218.50,20.50,0.00,95.50,67.00,8.50,38.50,0.50,77.00,38.50,152.50,133.00,0.00,82.50,196.50,59.00,24.00,120.00,34.50
21,111.00,207.50,114.50,179.50,269.00,98.00,84.50,157.00,76.00,20.00,40.50,67.50,99.50,110.50,75.50,37.50,158.50,48.00,241.00,42.50,223.50,130.00,94.00,54.50,104.00,218.50,20.50,0.00,95.50,67.00,8.50,47.00,0.50,81.00,47.00,164.00,150.50,0.00,84.50,213.50,59.00,25.50,120.00,37.00
22,123.00,214.00,114.50,195.00,280.00,98.00,90.00,166.50,76.00,32.00,48.00,79.50,111.50,110.50,84.00,37.50,163.00,48.00,251.50,47.00,236.00,130.00,104.00,54.50,108.50,218.50,20.50,0.00,95.50,67.00,8.50,53.00,0.50,81.00,57.50,175.00,168.50,0.00,90.50,227.00,61.00,25.50,120.00,37.00
23,135.50,220.00,114.50,209.00,288.50,98.00,102.00,178.00,76.00,47.50,56.50,93.50,123.00,110.50,93.50,37.50,171.00,48.00,262.50,57.50,236.00,130.00,115.00,54.50,109.00,226.00,20.50,0.00,95.50,67.00,13.00,63.00,0.50,81.00,63.00,190.00,183.00,0.00,90.50,240.50,73.50,30.00,120.00,45.50
24,149.00,230.50,114.50,222.50,300.50,98.00,102.00,189.50,76.00,61.00,71.00,110.00,127.00,116.50,93.50,37.50,186.00,48.00,267.50,66.00,236.00,130.00,122.50,58.00,109.00,226.00,20.50,0.00,95.50,68.50,21.50,70.50,0.50,81.00,63.00,208.00,195.00,0.00,99.50,260.50,83.00,36.00,125.50,54.00
25,158.00,241.50,114.50,237.00,316.00,98.00,102.00,198.00,76.00,73.50,87.50,123.50,127.00,129.50,93.50,37.50,199.50,48.00,268.50,73.00,236.00,139.50,131.00,58.00,109.00,226.00,20.50,0.00,95.50,69.50,29.50,73.00,0.50,81.00,64.50,222.50,203.50,0.00,109.50,272.00,94.00,37.50,133.50,61.00
26,167.50,254.50,114.50,246.50,327.50,98.00,102.00,210.00,76.00,79.50,99.50,134.00,127.00,143.50,103.00,42.00,214.50,58.50,268.50,78.00,236.00,147.00,137.50,58.00,109.00,226.00,20.50,0.00,95.50,69.50,33.50,73.00,11.50,81.00,65.50,237.00,211.00,0.00,119.50,283.00,102.50,37.50,143.50,70.00
27,177.50,266.00,119.00,261.50,340.00,98.00,102.00,221.00,76.00,79.50,109.00,139.50,127.00,158.50,119.50,56.00,227.00,63.00,278.00,78.00,236.00,147.00,142.50,58.00,109.00,226.00,20.50,0.00,95.50,69.50,38.50,73.50,22.00,92.00,66.00,254.00,226.50,0.00,128.00,296.00,102.50,39.00,156.50,77.00
28,186.50,279.00,119.50,275.00,354.00,98.00,102.00,235.00,77.50,79.50,120.00,142.00,127.00,173.50,135.00,71.50,239.50,63.00,282.50,78.00,247.00,147.00,142.50,63.00,109.00,226.00,20.50,0.00,99.50,72.00,38.50,78.00,33.50,104.50,72.00,271.00,239.00,0.00,134.00,311.00,102.50,49.50,167.50,88.00
29,197.50,286.50,119.50,283.00,364.00,98.00,102.00,244.50,88.50,80.00,127.50,142.00,127.00,187.50,148.00,90.00,249.00,63.00,288.00,78.00,249.00,147.00,142.50,63.00,109.00,226.00,29.00,0.00,114.00,72.00,38.50,79.00,39.00,116.50,75.50,280.50,256.00,0.00,136.00,323.50,102.50,53.50,181.00,93.00
30,208.50,293.00,119.50,291.00,377.50,98.00,102.00,253.50,98.50,86.00,130.50,144.00,132.50,204.50,162.00,104.00,256.50,63.00,298.00,83.50,249.00,147.00,142.50,63.00,109.00,226.00,32.50,0.00,130.00,72.00,38.50,79.00,40.50,125.50,80.00,287.50,277.00,14.50,138.00,336.00,102.50,53.50,194.50,98.00
31,219.50,300.50,119.50,303.50,389.50,98.00,107.00,266.00,103.50,97.50,135.50,154.00,134.50,221.50,180.00,117.50,257.00,63.00,303.00,84.00,249.00,147.00,142.50,71.50,109.00,226.00,32.50,2.00,140.00,72.00,39.00,79.00,44.00,131.00,85.50,299.50,294.50,18.50,145.50,348.00,113.00,53.50,208.00,98.50
32,228.50,307.00,119.50,314.50,401.00,98.00,114.00,274.00,107.00,106.00,147.00,167.00,134.50,236.00,190.00,132.00,257.50,63.00,313.50,84.00,254.50,161.50,144.50,82.00,109.00,226.00,36.50,7.00,146.50,78.00,39.00,90.00,44.50,138.50,100.00,310.50,312.50,23.00,154.50,360.00,119.50,53.50,219.00,105.50
33,240.00,314.50,119.50,327.00,411.00,98.00,114.00,284.50,107.00,107.50,160.00,179.50,134.50,251.00,201.50,146.00,257.50,71.00,321.50,88.50,259.50,174.50,149.00,85.50,109.00,226.00,49.50,18.50,161.50,78.00,39.00,105.50,44.50,150.50,117.50,319.00,331.50,26.50,158.00,371.50,126.00,64.50,223.50,114.50
34,252.50,317.50,124.00,340.50,421.00,98.00,114.00,291.00,107.00,111.00,165.00,192.50,134.50,264.00,217.00,162.00,257.50,83.50,333.00,97.50,267.00,178.50,155.00,94.50,112.00,226.00,63.50,28.00,167.50,78.00,39.00,110.50,50.50,163.50,133.00,327.50,347.50,42.50,158.00,383.00,142.50,68.50,226.00,124.50
35,262.00,326.00,139.00,352.50,432.50,98.00,114.00,300.50,107.00,119.00,170.00,199.50,143.00,276.00,231.50,173.50,257.50,101.50,343.50,106.00,273.50,181.00,156.50,105.00,123.00,226.00,66.00,45.00,167.50,78.00,39.00,110.50,50.50,168.50,147.00,336.50,365.50,57.00,158.50,397.00,148.00,68.50,234.00,128.50
36,273.50,337.50,155.50,360.50,444.50,98.00,114.00,313.50,107.00,126.00,185.50,204.50,151.00,291.50,247.50,192.00,257.50,115.00,347.00,106.00,273.50,191.00,160.50,109.50,139.00,226.00,66.00,67.50,167.50,84.50,39.00,110.50,50.50,168.50,159.50,349.50,379.50,74.00,158.50,412.00,152.00,68.50,238.00,128.50
37,282.50,346.50,166.50,360.50,456.00,98.00,114.00,325.00,107.00,135.50,201.00,208.00,159.00,306.00,258.00,206.50,257.50,130.50,349.50,106.00,273.50,201.50,166.50,109.50,155.00,232.00,71.50,88.50,167.50,91.50,39.00,124.00,53.50,168.50,159.50,358.00,393.00,87.50,158.50,427.00,158.00,70.50,238.00,128.50
38,295.00,351.50,175.00,360.50,457.50,98.00,114.00,335.50,107.00,148.50,212.00,211.50,166.00,316.50,263.00,222.50,259.50,143.50,359.00,111.00,281.00,214.00,173.50,112.00,166.00,240.00,83.50,108.00,167.50,94.00,39.00,131.00,62.50,168.50,159.50,366.00,404.50,102.00,162.00,439.00,158.00,70.50,238.00,128.50
39,310.50,360.50,185.50,369.00,457.50,98.00,114.00,347.00,107.00,158.50,224.00,220.50,172.00,325.00,264.50,238.50,271.50,160.50,370.50,120.50,290.50,225.50,179.50,121.50,181.00,251.50,93.00,122.50,167.50,98.00,39.00,135.50,75.00,168.50,159.50,374.50,424.50,115.00,173.00,452.00,167.50,70.50,238.00,128.50
40,320.50,374.00,189.50,379.50,457.50,98.00,120.50,350.50,107.00,171.50,232.00,228.00,177.00,337.50,271.00,251.00,286.00,180.50,379.00,127.00,307.50,241.00,179.50,131.00,195.00,261.50,98.50,132.50,167.50,104.50,47.00,137.50,85.00,168.50,161.00,382.00,440.50,129.00,192.00,465.00,177.00,71.00,244.00,128.50
41,327.50,385.50,189.50,390.00,457.50,98.00,132.00,350.50,118.50,186.00,243.50,231.50,177.00,350.50,276.50,264.50,301.00,202.00,388.00,129.50,326.00,247.50,179.50,146.00,208.00,269.50,104.00,143.50,167.50,105.00,58.00,137.50,92.50,168.50,165.50,384.00,456.00,143.00,209.50,484.00,192.50,82.00,253.50,130.50
42,331.50,395.00,189.50,402.50,457.50,98.00,143.50,350.50,133.00,200.00,261.00,235.00,177.00,368.00,282.00,278.50,320.00,219.00,400.50,129.50,339.50,247.50,179.50,164.50,215.50,273.00,108.50,154.00,167.50,105.00,68.00,137.50,98.00,168.50,182.50,384.00,475.50,156.00,227.00,500.00,205.00,91.00,265.00,140.00
43,340.50,402.00,189.50,406.00,457.50,98.00,154.00,350.50,145.50,212.00,279.00,244.00,177.00,384.00,284.00,288.00,335.50,231.50,417.50,131.50,355.50,249.00,184.50,176.50,225.00,280.50,108.50,164.00,174.50,105.00,76.50,137.50,105.00,168.50,199.00,387.00,491.50,169.00,242.50,515.00,223.00,104.00,276.00,140.50
44,350.00,404.00,189.50,412.50,457.50,104.50,161.50,354.50,158.00,224.50,293.50,256.50,186.50,398.00,285.50,304.50,351.50,244.50,433.00,131.50,371.00,250.00,194.50,190.50,239.00,291.00,108.50,174.50,185.00,113.50,82.00,137.50,115.50,170.50,214.00,395.50,510.00,183.50,256.00,530.00,246.50,114.50,292.50,140.50
45,357.00,406.00,189.50,422.50,457.50,107.00,170.50,354.50,173.50,236.50,310.00,267.00,202.00,410.50,285.50,321.00,371.50,252.00,446.50,131.50,383.50,255.50,202.00,201.00,255.50,301.50,108.50,188.00,185.00,127.00,89.00,145.50,131.50,174.50,225.00,405.00,531.50,196.00,271.50,542.00,267.00,125.50,309.00,140.50
46,366.50,409.50,189.50,429.50,457.50,118.00,180.50,354.50,190.00,243.00,325.50,277.50,217.00,426.50,285.50,334.50,388.50,255.50,459.50,143.50,395.00,266.50,208.00,209.50,267.50,311.50,108.50,190.50,185.00,135.50,101.00,152.50,148.50,178.50,239.00,410.50,547.00,209.00,285.00,551.00,292.50,139.00,323.00,140.50
47,378.00,422.50,189.50,435.00,457.50,119.00,190.00,354.50,205.00,251.00,342.00,290.00,228.00,443.50,296.50,348.00,400.00,263.00,478.50,161.50,408.50,278.00,220.00,216.00,279.50,314.50,114.50,199.00,189.00,142.50,112.50,159.00,164.50,180.00,252.00,418.50,563.00,223.50,299.50,551.50,320.50,156.00,336.50,140.50
48,388.50,436.00,189.50,444.50,457.50,119.00,201.00,358.50,216.00,260.00,360.00,304.50,240.00,463.50,313.50,363.00,415.00,272.50,496.00,178.50,422.00,289.00,233.50,233.50,296.50,314.50,119.50,206.50,197.50,147.00,128.50,167.50,180.50,186.50,266.00,435.00,577.50,236.00,315.50,552.50,343.50,173.50,352.00,140.50
49,397.00,451.00,189.50,450.50,461.50,123.00,214.00,371.00,231.00,269.50,379.00,317.50,249.50,478.50,327.00,375.50,431.00,282.00,513.00,195.50,434.50,300.50,244.00,245.00,311.50,314.50,119.50,212.00,214.00,157.00,141.00,177.00,198.50,195.00,282.50,443.50,596.00,245.50,331.50,558.00,363.00,196.50,362.00,141.50
50,404.50,466.50,189.50,462.00,463.00,136.00,220.00,376.00,245.00,277.00,398.50,330.50,259.50,495.50,344.50,388.00,447.50,289.50,526.50,210.50,443.50,317.00,253.50,261.50,326.00,314.50,120.50,227.50,234.00,167.50,153.00,185.00,213.50,203.00,303.00,453.50,617.00,262.00,348.00,564.50,386.00,216.00,373.50,150.50
51,419.50,480.00,189.50,476.00,463.00,148.50,220.00,384.50,252.50,288.50,415.50,344.00,268.00,510.50,362.00,402.50,462.00,297.50,536.50,225.00,449.00,335.00,260.00,277.00,340.00,324.50,130.00,244.00,247.50,178.50,162.50,195.00,221.00,215.00,322.00,465.50,643.00,277.00,362.50,572.50,405.00,231.00,384.50,162.00
52,431.00,496.00,195.50,490.00,463.00,153.00,220.50,393.50,263.00,299.50,432.50,356.50,278.00,525.00,378.00,419.00,481.00,308.50,549.00,239.50,455.00,354.50,265.00,294.00,357.00,341.00,139.00,263.00,263.50,191.50,172.00,212.00,233.00,225.00,341.00,480.50,662.50,297.50,383.50,572.50,424.00,249.50,403.50,173.00
53,442.00,511.00,206.50,509.00,463.50,159.50,223.50,408.50,278.00,311.50,444.00,369.50,289.00,542.00,393.00,434.00,500.50,327.00,564.50,251.50,462.00,368.00,275.00,311.00,372.50,353.00,148.50,282.00,275.50,204.00,182.50,231.50,247.50,244.00,359.50,497.50,685.50,320.50,398.50,572.50,443.00,262.00,420.00,174.00
54,451.50,527.00,219.50,526.50,467.50,163.50,225.50,419.50,288.50,326.00,457.00,384.00,305.00,562.00,405.00,455.50,513.50,347.00,577.50,257.00,473.00,385.00,288.00,328.50,388.50,367.00,151.00,301.50,285.00,216.00,193.50,247.50,263.50,263.50,373.00,513.50,704.50,339.50,414.00,581.00,463.00,279.00,430.00,174.00
55,466.50,541.50,231.00,546.00,476.00,170.00,230.00,428.00,297.00,335.00,471.00,402.00,321.50,580.50,421.50,474.50,528.00,370.50,598.00,263.50,484.50,400.50,299.00,347.50,408.50,385.50,156.00,318.50,288.00,234.50,208.50,261.50,280.00,276.00,385.50,529.00,723.00,357.00,431.50,592.00,484.00,300.00,440.50,185.00
56,482.50,557.00,242.00,563.00,494.00,175.50,233.50,441.00,309.50,343.50,485.50,418.00,334.00,600.00,436.00,490.00,538.50,390.00,615.00,271.00,497.00,418.00,313.00,364.50,420.50,407.00,168.00,339.50,288.00,256.50,228.50,270.00,298.00,286.50,404.00,549.00,739.00,374.50,448.50,605.50,501.50,322.00,458.50,199.50
57,501.50,572.00,249.00,581.00,518.00,176.00,241.00,454.00,321.50,359.50,502.00,435.00,347.50,620.00,453.50,504.00,550.00,408.00,627.50,281.50,506.00,432.50,330.00,378.00,433.00,430.00,182.00,351.50,288.50,276.00,246.50,284.00,316.50,297.00,425.50,566.00,757.00,387.50,462.00,619.50,516.00,343.50,475.50,210.50
58,516.00,587.00,257.50,601.00,536.50,176.50,250.50,467.50,333.50,377.50,519.00,450.50,361.50,642.00,471.00,524.50,558.50,428.00,633.00,291.50,518.00,446.50,357.50,398.00,446.50,459.00,189.00,366.00,289.50,290.50,253.00,301.00,332.00,306.00,445.50,583.00,779.50,404.50,479.50,638.00,532.00,362.50,492.50,225.00
59,530.00,603.50,259.50,618.00,556.50,180.00,262.00,486.50,343.00,399.50,538.00,466.50,374.50,664.00,489.00,544.50,566.50,443.00,638.50,300.00,532.50,463.50,387.00,420.00,463.50,481.00,198.00,381.50,291.00,309.50,262.00,317.00,350.50,314.50,462.00,603.00,801.00,419.00,496.00,656.00,545.50,377.00,509.50,241.00
60,548.50,616.00,267.00,639.00,569.50,191.50,275.00,504.00,357.00,419.00,558.00,484.00,386.00,683.50,503.50,562.00,580.00,459.00,654.00,309.50,550.00,474.00,404.00,444.00,486.00,508.50,205.00,399.50,298.00,328.50,269.50,331.00,364.00,326.00,480.50,620.00,822.50,431.50,511.50,678.50,559.50,386.50,525.50,258.00
61,564.00,628.00,279.50,657.00,583.50,201.00,288.00,518.50,370.50,438.50,575.00,497.50,396.50,705.00,520.00,583.00,590.50,476.50,668.50,318.00,566.50,481.50,416.00,467.00,510.50,531.00,216.00,416.00,306.00,349.50,276.50,343.00,374.50,335.50,500.00,637.50,843.50,448.50,526.50,699.50,574.00,395.00,543.50,275.50
62,576.50,637.00,286.50,672.00,591.50,210.50,300.00,533.00,383.00,460.00,591.00,517.50,401.50,727.00,536.50,606.50,604.00,497.00,682.00,323.50,580.50,481.50,427.00,496.00,529.50,551.00,231.00,433.00,315.50,375.00,286.00,358.00,381.50,347.50,522.50,654.50,864.00,466.50,538.50,714.50,591.50,413.00,558.50,285.50
63,591.00,648.50,293.50,687.00,597.50,225.00,314.00,549.00,395.50,472.50,602.50,536.50,404.50,743.00,551.00,625.00,622.00,515.50,696.50,328.50,599.50,481.50,443.50,518.00,550.50,566.00,246.50,449.50,329.50,400.50,296.00,372.50,393.50,360.00,546.50,672.00,883.00,489.50,556.50,730.00,612.50,429.50,576.50,298.50
64,606.00,662.50,301.50,703.00,602.00,236.00,325.50,568.00,413.00,486.50,614.00,552.00,407.50,760.50,568.00,641.50,643.50,536.00,710.50,335.50,609.00,483.50,457.00,535.50,572.50,586.00,261.00,461.00,346.00,420.50,309.50,390.00,400.00,367.00,566.00,689.50,902.50,502.50,571.50,744.00,629.50,450.00,593.00,317.50
65,618.50,680.00,315.50,720.00,610.00,251.00,337.00,588.00,431.00,502.50,629.50,571.50,411.50,778.50,585.50,655.50,664.00,557.50,727.00,341.00,624.00,494.00,477.00,548.50,596.50,608.00,279.00,475.00,360.50,437.00,324.00,407.00,409.50,373.50,587.50,710.00,921.50,518.00,585.50,763.50,649.50,463.00,609.50,333.50
66,638.00,701.00,332.00,738.00,622.00,263.50,354.50,607.50,453.00,520.00,647.00,592.50,424.00,797.50,604.00,676.50,686.00,582.50,741.00,348.00,640.50,506.00,492.00,563.00,622.00,631.00,288.00,488.00,377.00,449.50,334.00,422.50,425.00,384.00,609.50,730.00,945.00,538.00,598.50,786.00,670.00,476.00,623.00,346.00
67,655.00,727.00,349.00,759.00,636.50,273.00,373.00,626.50,475.00,537.50,669.00,610.00,434.00,817.00,620.50,696.00,704.50,604.00,754.50,353.00,658.00,515.50,508.00,583.50,645.00,652.00,295.00,501.00,394.50,465.00,350.00,434.50,442.00,394.50,633.50,751.50,967.00,560.50,613.00,807.50,689.50,491.00,636.00,361.50
68,675.50,755.50,371.50,781.50,655.00,282.00,384.50,642.50,494.50,548.00,691.00,625.50,442.00,831.00,637.50,718.00,723.50,623.50,772.50,360.50,673.00,526.00,522.50,602.00,664.00,675.50,304.00,514.00,412.50,481.50,368.00,451.50,449.00,411.00,653.00,773.00,989.50,580.50,633.50,829.00,712.00,509.50,649.50,373.00
69,691.50,783.50,391.50,799.00,674.00,289.00,395.50,661.00,516.00,562.00,714.00,643.50,447.00,843.50,654.50,739.50,745.00,643.00,788.00,372.00,692.00,536.50,537.00,618.50,681.00,699.50,321.00,527.00,431.50,491.00,378.50,470.00,456.50,428.00,676.00,795.50,1013.50,600.50,653.00,848.50,733.50,527.00,666.50,394.50
70,706.50,806.50,403.00,823.50,692.00,297.50,408.00,679.50,536.50,575.50,730.50,655.50,459.00,857.50,675.00,761.50,765.00,664.00,799.50,392.00,708.50,547.00,551.50,630.50,700.50,720.00,337.50,540.50,449.00,508.50,392.50,487.50,470.50,452.00,702.50,818.00,1037.50,623.50,673.00,871.50,756.50,547.00,682.00,415.50
71,722.50,831.00,412.50,850.00,706.00,303.50,419.00,695.00,553.00,590.50,744.50,672.00,470.00,880.50,699.00,782.50,789.50,684.00,814.00,408.50,725.50,562.50,567.00,639.00,721.50,744.00,355.00,555.00,464.00,534.00,414.00,503.00,481.50,474.50,729.50,836.00,1062.50,646.50,694.00,889.50,775.00,562.00,697.50,438.00
72,741.00,854.00,424.00,877.00,722.50,311.00,437.50,707.00,572.50,603.50,765.00,688.50,487.00,905.00,720.00,806.50,814.00,700.50,829.50,421.50,746.00,577.50,582.50,653.50,743.50,767.50,374.00,568.50,482.50,563.00,431.00,521.50,487.50,494.50,757.50,859.00,1086.00,667.50,714.50,909.00,795.00,580.00,715.50,460.50
73,758.00,879.50,435.50,900.00,740.50,321.50,448.00,721.00,594.50,620.00,785.00,706.50,500.50,924.50,740.00,827.50,841.00,716.00,843.50,440.00,764.50,595.00,601.00,663.50,764.00,789.50,390.00,587.50,499.00,588.50,448.00,539.50,497.00,510.00,786.50,881.50,1119.50,683.00,730.00,930.00,814.50,597.50,731.00,481.00
74,773.00,901.50,450.00,922.00,758.50,335.50,463.50,732.50,610.00,635.50,811.00,723.00,512.50,946.50,761.50,848.00,866.50,731.50,862.50,462.50,783.00,616.00,621.00,676.00,783.50,813.50,406.00,605.50,516.00,616.00,468.00,560.00,510.50,520.50,812.50,904.00,1150.00,705.50,745.50,947.00,835.50,615.50,746.50,502.50
75,789.50,923.50,464.00,940.50,783.00,350.50,479.50,752.00,626.50,651.00,838.50,738.50,521.50,969.00,787.00,867.50,892.00,751.00,880.50,488.50,804.00,636.50,640.00,688.50,802.00,835.00,424.50,621.50,534.50,638.00,484.00,579.50,522.50,532.00,841.00,925.00,1179.50,729.00,760.00,965.00,862.00,632.50,760.00,524.00
