# YAKUTAT_AIRPORT
# Cumulative degree days > 25 starting March 1 from ACIS, gaps filled from climatology
# No years excluded (all years had 10 or fewer days of missing data)
#
d_since_march1,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
10,107.50,131.00,40.50,76.50,154.50,70.50,74.00,18.00,114.00,7.00,84.50,39.50,74.50,90.50,98.50,5.50,62.50,41.50,37.50,49.50,53.50,109.50,27.50,56.50,93.50,162.00,34.00,37.50,117.50,17.50,79.00,21.00,58.00,70.00,47.00,103.00,132.00,2.50,57.50,83.00,68.50,64.50,93.50,19.00
11,115.00,146.00,41.50,92.50,165.00,81.50,88.50,24.00,122.50,7.00,97.50,45.50,87.50,104.00,112.50,5.50,68.50,46.50,50.00,60.50,63.50,121.00,27.50,56.50,103.00,179.00,34.00,43.00,122.50,26.00,80.50,21.00,62.00,70.00,57.50,105.50,144.00,2.50,72.00,96.00,68.50,64.50,103.50,19.00
12,119.00,161.00,41.50,106.00,176.00,88.50,99.00,32.50,130.50,7.00,109.50,56.50,102.00,114.00,125.50,11.50,81.00,47.50,62.50,67.50,77.00,134.00,28.00,56.50,111.00,194.00,34.00,44.50,128.00,33.00,84.00,21.00,62.00,70.00,68.50,107.50,156.50,4.00,89.50,107.50,68.50,64.50,112.50,19.00
13,120.50,179.00,45.50,118.00,187.00,97.00,107.00,37.50,137.00,12.00,120.00,62.50,112.50,120.00,136.50,12.00,92.50,47.50,77.50,70.50,90.50,147.00,28.00,58.50,118.00,205.00,34.00,44.50,130.50,36.00,95.50,22.00,64.50,70.00,79.00,107.50,166.50,4.50,106.50,121.00,69.00,64.50,121.50,19.00
14,126.50,195.50,53.00,133.00,196.00,107.00,115.50,42.50,149.50,16.00,130.00,72.00,123.00,122.00,146.00,15.50,104.00,47.50,91.00,77.50,103.00,158.50,28.00,77.00,129.50,216.50,34.00,44.50,130.50,36.00,110.50,35.50,65.00,71.50,84.00,110.00,176.50,10.00,120.50,133.00,70.50,68.50,133.50,24.50
15,136.50,211.00,63.00,148.00,206.00,116.50,120.00,51.50,161.50,22.50,141.00,84.00,131.50,122.00,154.50,29.00,117.50,47.50,105.00,80.00,114.50,168.00,28.00,88.50,139.00,224.50,34.00,44.50,139.00,40.00,123.00,47.00,72.00,76.00,88.00,118.50,191.50,10.50,134.00,149.50,74.00,71.00,147.50,35.50
16,147.50,226.00,72.50,159.50,218.00,126.00,127.00,60.00,174.50,24.50,148.50,94.50,141.50,122.00,162.50,42.50,129.50,54.50,118.00,80.00,125.50,178.50,28.00,96.00,141.00,233.00,34.00,44.50,147.50,43.00,133.00,57.00,76.00,81.50,94.50,131.00,203.00,10.50,145.50,168.50,80.00,77.50,159.00,48.00
17,159.50,244.00,81.50,170.50,230.00,138.00,139.50,67.00,187.00,34.00,159.50,99.00,155.00,122.00,165.00,44.50,139.50,65.00,130.00,80.00,136.00,181.00,28.00,107.50,141.50,242.00,34.00,44.50,156.00,44.00,143.50,63.00,77.50,83.50,105.00,147.50,215.50,10.50,157.50,189.50,90.50,81.50,172.50,63.50
18,169.00,257.50,92.50,178.50,243.00,147.50,150.50,76.50,200.00,43.50,165.50,101.00,166.50,127.50,166.50,48.00,145.50,75.50,145.00,88.00,144.00,181.00,28.00,118.50,147.50,247.00,41.50,44.50,161.50,48.00,155.00,68.00,79.00,83.50,114.00,160.00,230.50,16.00,169.50,212.00,100.50,81.50,184.50,71.00
19,173.50,269.50,103.00,185.00,253.00,155.00,162.00,83.00,211.00,53.00,170.00,101.00,180.00,133.50,174.00,51.50,149.00,85.50,161.50,99.00,155.50,181.00,28.00,128.00,150.50,251.00,53.00,44.50,164.00,54.50,164.50,71.50,79.50,83.50,120.00,171.00,247.00,26.50,178.00,233.50,113.50,81.50,195.00,77.00
20,187.00,288.50,113.50,190.00,261.50,167.50,174.50,94.50,221.50,61.00,178.00,102.00,192.50,145.00,179.00,53.00,152.50,96.50,176.00,110.50,167.00,181.00,28.50,139.00,160.50,257.00,68.00,53.00,170.00,57.50,172.00,75.50,79.50,83.50,126.50,184.50,263.00,37.00,186.00,256.00,125.00,87.00,206.50,81.50
21,195.50,307.00,124.00,195.00,271.50,181.50,186.50,113.00,230.00,71.50,190.00,102.00,203.50,159.00,180.50,53.00,161.00,105.00,192.50,124.50,177.00,181.00,29.50,145.50,171.00,266.50,84.50,62.50,181.50,64.00,179.50,79.00,79.50,83.50,130.00,196.50,279.50,44.50,201.00,278.50,137.00,92.00,218.00,89.00
22,207.50,323.00,134.00,200.50,285.50,188.00,197.50,125.00,238.00,81.00,199.00,102.00,214.00,169.50,187.00,53.00,172.00,114.00,204.50,138.50,186.00,181.00,30.50,152.00,179.00,281.50,94.50,71.50,194.50,72.50,191.50,92.00,79.50,89.50,133.00,207.50,296.50,53.00,214.00,297.00,145.50,101.00,230.00,97.50
23,221.00,343.00,145.00,209.50,296.50,191.50,207.50,138.50,246.00,90.50,207.00,105.50,223.50,180.00,199.50,53.00,181.50,124.50,219.00,150.50,199.00,192.50,31.00,160.00,187.00,292.50,102.00,75.50,203.50,79.00,202.50,102.50,81.00,99.50,138.50,218.00,315.00,62.50,219.50,313.50,153.50,109.50,244.00,107.50
24,233.00,363.00,153.00,223.00,309.50,194.50,223.00,151.00,253.00,101.00,220.00,108.50,237.00,187.00,213.00,53.00,191.00,133.00,230.50,162.00,210.50,211.00,41.00,169.50,198.00,304.00,111.50,79.00,210.00,83.50,212.50,114.00,88.00,107.50,147.00,230.50,330.00,65.00,223.50,326.50,160.00,113.00,256.00,115.00
25,245.50,380.50,160.50,239.00,325.00,197.00,236.00,163.50,261.00,108.50,234.00,120.00,247.00,192.50,225.00,62.00,199.50,142.00,238.50,169.50,224.00,224.00,52.00,177.50,207.50,319.50,121.50,79.00,215.00,93.00,219.00,127.50,94.50,109.50,151.00,247.00,345.50,76.50,225.00,347.50,169.00,125.00,268.00,121.00
26,259.00,393.50,168.00,252.00,338.00,202.50,246.50,174.00,269.50,110.50,248.50,130.50,255.50,197.50,235.50,78.50,208.50,154.50,249.00,176.50,230.50,232.50,58.50,187.00,218.00,332.00,129.50,86.00,219.00,101.50,232.00,142.50,106.50,110.50,153.50,261.50,362.50,86.50,234.50,363.00,176.50,129.50,278.50,124.00
27,272.50,406.00,172.50,267.50,352.00,204.00,259.00,185.00,280.00,113.00,259.00,140.00,257.50,211.00,247.00,92.00,218.00,165.50,259.50,182.50,233.50,240.00,65.00,199.00,231.00,340.50,140.50,91.50,221.50,109.00,246.50,159.00,120.50,113.50,156.50,276.50,379.00,98.00,244.50,374.50,181.00,131.00,290.00,129.50
28,288.00,419.00,174.00,281.00,365.50,213.50,268.00,200.00,291.50,122.50,272.50,151.50,262.50,221.50,266.00,107.00,227.50,173.50,271.00,188.00,246.00,245.00,71.50,211.00,241.00,349.50,148.50,93.50,222.50,113.50,259.00,171.00,134.50,120.00,162.00,292.00,397.50,109.50,252.50,387.50,184.00,136.50,302.50,135.00
29,301.50,434.00,176.00,293.50,382.50,224.50,268.00,212.50,304.50,136.00,286.50,157.00,267.00,234.50,281.00,123.00,233.50,182.00,284.00,191.50,257.00,253.50,76.50,223.00,246.50,360.50,155.50,95.50,228.00,119.50,270.50,186.50,142.50,131.50,168.00,309.00,413.50,120.00,259.00,401.50,184.00,147.00,314.50,142.00
30,317.00,448.00,176.50,308.50,395.50,236.50,268.00,223.00,317.00,147.50,295.50,159.50,279.50,246.50,296.00,134.50,235.00,190.00,296.50,198.00,270.00,258.50,76.50,227.00,249.50,369.00,163.00,97.50,235.00,123.50,283.50,200.00,151.00,142.50,173.00,321.00,432.50,133.00,267.50,419.50,185.00,156.50,326.00,149.00
31,334.00,458.00,179.00,325.50,405.50,241.50,272.00,235.00,328.00,156.50,306.00,163.00,292.00,261.00,312.00,146.50,235.00,199.50,308.00,210.00,281.50,261.50,76.50,228.50,249.50,377.50,171.50,99.50,245.50,125.00,299.00,214.00,158.00,151.50,181.50,334.50,449.00,146.00,272.50,438.50,190.00,162.50,338.50,158.00
32,349.00,472.50,179.50,340.00,417.00,243.50,278.00,255.50,337.50,166.00,315.00,173.00,301.00,271.50,328.50,159.00,235.00,209.50,316.50,219.00,294.50,269.50,76.50,229.00,262.00,385.50,183.00,99.50,256.00,127.50,310.50,227.50,165.50,161.00,190.50,349.50,466.00,157.50,279.00,452.00,192.50,168.00,351.50,166.50
33,366.00,486.00,179.50,356.00,433.50,255.50,290.00,271.00,348.50,173.00,324.50,185.50,311.50,282.50,343.50,176.50,242.50,220.50,328.00,224.00,308.00,279.50,76.50,231.50,275.50,393.50,194.50,101.00,267.50,129.50,321.50,243.50,174.00,169.50,196.50,363.50,482.00,169.50,281.00,468.00,200.00,174.50,361.50,172.50
34,382.50,497.00,180.50,372.50,447.50,263.50,302.00,284.00,359.00,183.00,337.50,198.00,320.50,295.50,356.00,190.00,256.50,230.00,341.00,229.50,318.50,290.50,76.50,232.50,288.00,401.00,204.00,102.50,279.00,139.00,331.50,257.50,185.00,174.50,204.00,379.00,496.00,188.00,287.00,483.00,207.50,182.00,373.00,182.50
35,401.00,507.50,183.50,383.00,460.00,271.50,315.50,296.00,369.00,192.50,348.50,213.00,325.50,308.00,366.00,203.00,269.00,242.00,353.50,235.50,331.00,300.00,81.50,237.00,303.00,420.50,215.50,112.50,291.50,149.50,344.50,270.00,195.00,174.50,215.00,393.50,514.00,206.00,295.50,497.00,213.50,192.50,385.50,195.00
36,416.50,518.50,188.50,391.50,472.00,282.50,323.50,308.00,381.50,198.50,356.50,224.50,330.50,321.00,380.00,217.00,280.00,257.50,368.00,242.00,342.50,307.00,84.00,248.00,321.00,432.50,228.50,124.50,297.50,158.50,356.00,281.50,206.50,177.50,228.50,408.50,530.50,218.50,311.50,517.50,220.00,197.50,398.50,206.50
37,433.00,529.00,197.00,399.50,483.50,295.00,328.50,322.50,393.50,204.50,370.00,236.00,340.50,337.00,390.00,233.00,285.00,270.50,380.50,248.50,357.00,316.00,88.00,263.50,336.50,444.50,242.50,138.50,303.00,168.50,363.50,290.50,219.00,189.50,240.00,424.50,547.50,231.50,329.50,535.00,225.00,199.50,410.50,218.50
38,448.00,540.00,205.00,408.50,494.50,306.00,328.50,336.00,405.50,212.00,387.50,243.50,349.50,350.50,400.50,248.50,289.00,284.00,391.00,250.50,366.50,325.50,88.50,275.50,353.00,454.00,255.00,153.50,310.50,178.50,369.00,302.50,230.00,202.00,251.00,436.00,567.00,243.00,347.50,552.50,235.00,203.00,421.50,231.00
39,463.50,548.50,212.50,415.00,511.00,312.00,328.50,354.00,420.00,222.00,404.50,251.50,357.00,362.50,411.50,260.50,296.00,296.00,401.50,259.50,376.00,336.00,88.50,288.00,365.50,467.50,267.00,166.50,319.50,188.00,376.50,315.00,239.00,211.50,258.00,449.00,583.50,259.50,368.00,570.00,244.50,207.00,431.50,245.50
40,478.50,554.00,220.00,424.00,529.00,316.00,328.50,368.50,431.00,238.00,418.50,258.00,364.50,373.50,426.00,273.50,308.50,314.00,410.50,270.00,383.00,345.00,92.00,303.50,375.50,479.50,279.00,177.00,329.00,196.50,383.50,326.00,251.00,215.00,265.00,460.00,601.50,278.00,389.50,586.00,252.50,207.00,441.50,253.50
41,496.00,566.50,232.50,431.50,544.50,320.00,328.50,379.50,441.50,251.50,433.00,269.50,376.50,383.00,442.00,286.00,321.00,331.00,421.50,279.50,395.00,357.50,98.50,320.50,390.00,492.00,291.00,188.00,343.50,207.00,392.00,335.00,268.00,218.50,271.50,470.50,620.00,294.00,407.00,599.50,261.00,207.00,450.00,259.00
42,510.50,574.00,245.50,443.00,557.50,331.50,328.50,393.00,457.00,262.00,449.00,283.00,389.50,397.50,454.50,298.00,332.00,345.00,433.00,291.00,407.50,368.50,105.50,333.00,405.50,506.50,301.00,197.00,357.00,217.50,404.50,350.00,284.00,227.00,278.00,480.00,638.50,314.00,422.50,617.50,272.50,216.50,458.50,267.50
43,522.50,584.50,257.50,459.00,569.00,334.50,335.50,407.50,471.50,276.00,465.50,298.50,402.00,411.50,467.00,308.50,343.50,359.00,444.50,301.50,420.00,379.50,112.50,349.00,423.00,522.00,313.50,208.00,371.00,223.50,419.00,363.00,297.50,234.00,289.50,487.50,656.50,333.50,438.50,632.00,287.50,228.50,465.50,279.00
44,537.50,594.00,267.50,476.00,583.50,335.50,343.00,420.00,484.00,289.00,480.00,313.50,416.00,429.00,480.00,317.50,358.50,370.00,457.00,312.00,430.00,392.00,117.00,366.00,439.00,533.00,324.50,219.00,384.00,231.00,434.50,377.00,310.00,240.00,304.50,496.50,670.00,353.50,452.00,645.50,306.00,242.50,474.50,293.50
45,550.50,600.00,276.50,489.00,596.00,343.50,354.50,433.50,498.00,302.00,496.50,326.50,435.00,449.50,492.00,326.00,381.50,381.00,471.50,323.00,443.00,405.50,125.50,381.50,453.00,547.50,334.00,231.50,395.50,241.50,447.00,393.50,325.00,245.50,319.50,510.50,687.50,367.00,466.50,660.00,322.50,258.50,482.50,308.00
46,567.50,607.00,286.00,500.50,608.00,353.50,364.00,446.50,514.00,316.50,516.00,339.50,453.00,473.50,500.50,338.00,399.00,393.50,489.00,334.00,455.50,416.00,132.00,394.00,465.50,560.50,346.00,243.00,407.00,256.00,460.00,408.50,343.50,253.50,333.00,525.00,702.50,380.00,478.50,674.00,338.00,276.50,493.50,321.50
47,582.50,618.50,294.50,512.50,623.50,363.00,373.50,454.50,529.00,329.00,535.00,353.50,466.50,490.00,510.00,352.00,417.00,404.50,505.50,351.00,468.50,428.50,137.50,405.50,480.50,571.00,357.50,253.50,411.50,264.50,477.50,421.50,357.50,265.00,348.00,539.00,716.00,395.50,488.50,688.50,353.50,299.00,504.50,331.00
48,602.00,633.50,303.50,524.00,638.50,371.00,383.00,464.00,545.50,343.00,557.50,367.50,484.00,507.50,523.00,364.50,432.50,416.00,522.00,370.00,481.50,445.00,148.00,421.50,492.00,584.00,368.00,264.50,414.50,274.00,495.50,435.00,372.50,272.00,360.00,552.50,730.50,409.00,501.50,704.00,368.50,322.00,514.50,339.50
49,618.00,649.00,315.00,536.00,655.00,382.00,391.50,474.00,558.00,360.00,576.00,383.50,503.00,523.50,540.50,378.50,450.50,428.00,535.00,388.50,493.00,459.00,159.00,438.00,504.50,601.00,381.00,276.50,421.00,285.00,514.50,447.00,386.50,278.00,376.00,570.50,744.50,421.00,517.00,718.50,383.50,342.50,525.50,354.00
50,636.00,664.00,327.00,549.00,672.50,392.50,404.00,485.50,570.50,381.00,592.00,398.00,522.50,539.50,562.00,392.50,467.50,438.50,551.00,403.00,508.00,471.00,169.50,452.50,516.00,622.50,394.50,290.00,432.50,295.50,530.50,459.00,402.00,284.00,391.00,583.50,760.00,438.50,531.00,732.50,398.50,358.00,537.00,371.50
51,649.50,680.50,335.50,565.50,690.00,404.50,415.50,497.50,583.50,395.00,610.00,411.00,538.50,559.50,587.50,407.50,487.00,455.50,567.50,414.50,521.00,483.00,177.50,465.50,529.00,640.00,407.50,305.00,444.00,308.50,545.50,473.00,415.00,289.50,407.50,595.00,781.50,456.50,545.00,749.50,414.50,373.50,548.00,389.50
52,666.00,695.50,342.50,583.00,699.00,416.50,426.00,510.00,605.00,408.50,625.50,424.50,555.00,578.50,613.00,422.50,512.00,476.00,583.00,423.50,533.00,497.50,185.00,485.50,543.00,658.00,421.00,320.50,458.00,320.00,559.50,488.00,428.50,299.50,420.50,607.50,807.00,476.00,560.00,764.00,431.50,387.00,561.00,405.00
53,682.50,711.50,353.50,598.50,708.00,426.50,434.50,527.00,619.00,425.00,637.00,440.50,571.50,596.50,636.00,437.50,528.50,499.00,602.00,435.00,546.50,513.50,195.00,508.00,556.00,675.00,435.50,336.00,477.50,330.50,572.00,504.50,442.50,311.50,432.00,624.50,829.00,495.00,576.50,776.50,449.00,404.00,576.00,420.00
54,700.00,725.00,363.00,615.00,719.00,437.50,449.00,541.50,631.00,442.50,652.00,459.50,591.00,615.00,661.50,451.00,541.50,522.50,622.00,447.00,560.00,529.00,202.00,528.00,571.00,698.50,450.00,349.00,491.50,342.50,586.00,523.00,456.50,323.50,446.50,640.00,848.50,516.50,591.00,789.50,465.50,423.50,592.50,433.50
55,720.50,741.00,374.50,636.50,729.00,448.50,462.00,556.00,646.00,461.50,668.50,475.50,610.50,634.50,681.00,470.00,562.00,542.50,642.00,460.00,576.00,543.50,209.50,551.00,590.00,724.50,462.00,363.50,504.00,354.50,604.50,542.50,474.50,334.00,459.00,659.50,868.00,534.00,607.00,805.00,485.00,440.00,609.00,446.00
56,739.50,756.00,386.00,652.50,739.50,461.00,479.00,573.00,661.00,484.50,688.50,490.50,629.00,652.00,700.00,485.50,577.00,561.00,659.50,472.50,590.50,562.00,217.50,576.50,607.50,749.00,475.00,377.00,520.50,365.00,627.50,560.50,489.00,342.50,475.00,681.50,886.00,552.50,623.00,822.50,501.00,455.50,625.50,460.00
57,757.50,772.00,400.50,667.00,752.50,473.00,498.50,587.00,678.00,504.00,708.50,506.00,648.00,674.00,718.50,508.00,592.00,575.50,676.50,482.00,606.00,577.00,229.00,600.50,623.00,776.00,486.00,391.00,536.50,377.50,651.00,576.00,501.50,348.50,491.00,695.50,903.00,573.00,637.00,838.50,521.50,472.00,643.50,474.50
58,775.00,788.50,412.50,685.00,768.50,486.00,513.50,601.50,698.00,521.00,724.00,521.00,664.00,694.50,738.00,530.00,610.50,590.50,692.00,492.00,622.00,591.50,241.00,622.50,640.50,803.00,496.00,407.00,548.50,392.00,670.50,594.50,513.00,354.00,509.50,711.00,921.50,591.00,650.50,853.00,538.50,484.50,660.50,491.50
59,793.50,808.50,421.50,701.50,786.50,495.00,533.50,618.50,715.00,543.00,742.50,539.50,678.00,714.00,755.50,555.50,628.00,604.50,709.00,506.00,638.50,607.50,254.50,642.50,656.50,830.00,509.00,419.50,560.50,405.50,689.50,612.50,527.00,359.00,524.00,726.50,939.00,606.00,666.50,869.00,551.00,499.00,675.50,513.50
60,811.00,829.50,431.00,722.00,804.50,505.50,546.50,636.00,728.50,564.00,760.50,555.00,690.50,732.50,774.00,581.00,643.00,619.50,728.00,522.00,655.00,623.50,266.50,660.50,680.50,854.00,522.50,431.50,573.50,423.50,707.00,627.00,542.00,367.50,539.00,740.50,958.50,625.50,683.50,887.00,566.50,515.50,690.00,531.50
61,828.50,848.50,442.50,741.50,817.50,518.00,565.50,656.50,743.50,581.50,778.50,569.50,707.50,752.50,795.50,604.00,655.50,634.00,749.00,533.00,669.50,638.00,278.50,682.50,703.50,873.50,535.50,448.00,594.00,443.00,724.00,647.00,557.50,380.00,561.00,755.50,978.00,641.50,702.00,908.00,584.00,530.50,708.00,547.00
62,844.50,869.00,457.00,757.00,828.50,531.00,584.50,672.00,758.50,598.00,796.00,587.00,725.50,772.00,818.00,626.50,669.00,650.50,765.00,545.00,687.00,650.50,290.50,702.50,724.50,892.50,549.00,464.50,611.50,468.00,737.00,667.00,570.50,396.00,590.50,771.00,997.00,660.50,717.00,929.00,604.00,546.50,723.50,561.50
63,860.00,887.50,472.00,773.50,841.50,546.00,599.00,689.00,772.50,616.00,812.50,610.50,742.50,789.50,835.00,646.50,687.00,671.50,783.00,555.50,708.50,664.50,301.00,717.50,745.00,914.00,566.50,482.00,624.50,484.00,751.50,686.50,585.00,411.50,617.00,788.50,1013.50,679.00,728.50,948.50,622.50,563.50,738.00,574.50
64,881.50,907.50,487.00,789.00,854.50,559.00,617.00,705.50,786.50,635.00,827.00,627.50,760.50,807.00,848.00,666.00,704.00,689.50,803.50,567.50,725.50,675.50,312.00,730.50,762.00,932.50,584.50,498.00,639.50,498.50,770.00,705.00,599.50,429.00,637.50,808.00,1031.00,693.50,746.50,964.50,639.50,579.50,754.50,589.00
65,906.50,926.50,504.00,803.50,867.50,570.50,633.50,723.50,804.50,654.50,840.50,643.00,774.00,827.50,863.00,681.00,723.00,708.50,820.50,581.50,741.00,685.00,323.00,745.50,786.00,952.00,600.00,515.00,654.50,512.50,789.50,724.00,614.50,443.50,656.50,825.00,1048.00,709.50,766.00,979.50,657.50,597.00,768.00,603.50
66,929.50,953.00,520.50,822.00,882.00,587.00,650.50,738.50,821.50,673.00,856.50,666.00,788.50,846.50,881.00,694.50,740.50,725.00,836.00,599.50,758.00,701.50,332.50,760.00,802.00,974.00,615.50,533.00,670.50,529.00,806.50,742.50,631.00,456.00,676.50,845.00,1067.50,725.00,788.00,998.50,677.50,613.00,781.00,617.50
67,953.50,983.00,537.50,843.00,903.50,602.50,667.00,755.00,840.00,694.00,876.50,684.00,804.50,864.00,897.00,717.50,758.00,742.50,851.50,613.00,775.00,718.00,347.50,774.50,823.50,998.00,633.00,548.00,685.00,547.00,822.50,763.00,648.50,467.50,697.50,864.50,1087.00,744.00,808.00,1021.00,702.00,633.00,795.50,631.50
68,972.50,1013.50,553.50,863.00,923.50,617.50,683.00,772.50,859.50,715.50,897.50,698.00,822.00,881.50,913.50,747.50,777.00,761.00,867.00,626.00,790.00,736.50,360.00,790.50,844.50,1021.50,649.00,562.50,700.50,560.50,837.50,784.00,662.00,481.50,718.50,888.00,1107.00,763.00,834.00,1044.50,731.00,653.50,816.00,649.50
69,992.00,1040.50,567.50,881.00,942.00,630.00,697.00,790.00,882.50,737.00,920.50,712.00,838.00,897.50,931.50,777.50,795.00,780.00,883.50,639.00,806.50,751.00,374.00,808.00,867.00,1046.50,664.50,577.00,720.00,574.00,852.50,799.00,676.50,502.00,740.50,910.50,1126.50,778.50,863.00,1069.00,764.00,673.00,832.50,669.50
70,1009.50,1068.00,583.50,896.00,959.50,642.00,712.00,806.00,904.50,758.50,943.50,727.00,854.50,912.00,954.00,805.50,812.00,798.50,896.50,656.00,824.50,765.00,388.50,825.50,887.00,1072.00,681.50,590.00,741.50,588.00,868.00,818.00,691.50,520.00,761.50,933.00,1145.50,796.50,890.00,1091.00,793.50,692.50,846.50,690.50
71,1029.50,1092.50,599.00,914.00,978.50,655.00,729.00,829.50,922.50,777.50,966.00,741.50,874.00,930.50,977.50,832.50,836.50,815.50,909.50,673.00,845.50,780.00,404.00,843.00,906.50,1098.00,698.00,604.50,763.50,607.00,884.50,836.00,706.00,541.00,783.50,954.00,1165.00,821.00,910.00,1109.00,820.00,711.00,862.00,715.00
72,1047.00,1119.50,612.50,938.00,998.00,668.00,748.50,850.00,946.50,796.50,990.50,756.50,891.00,948.00,993.00,856.50,864.00,832.50,922.00,687.00,864.00,797.00,422.00,859.50,927.00,1125.50,712.50,618.50,780.00,626.50,900.50,856.00,720.50,563.50,806.00,980.50,1191.50,844.00,929.00,1125.50,843.00,729.50,878.00,739.50
73,1069.00,1145.50,625.50,963.50,1019.00,681.00,766.00,867.00,969.00,815.50,1013.50,773.50,911.00,972.00,1010.00,879.50,890.50,852.00,936.00,703.00,882.50,813.50,440.00,876.00,944.50,1152.50,726.50,631.50,795.50,642.00,916.00,877.00,734.50,581.50,831.50,1005.50,1222.50,864.50,950.50,1148.50,864.00,746.50,894.00,764.00
74,1090.00,1172.00,638.50,980.50,1036.50,692.00,784.00,885.00,987.00,834.00,1036.50,794.00,932.50,997.00,1025.00,903.00,911.50,871.50,956.50,728.00,900.00,836.00,456.50,890.00,963.00,1178.00,743.00,648.50,809.50,660.00,933.50,895.00,746.50,599.00,856.00,1026.00,1254.50,881.50,971.00,1175.50,886.00,764.50,907.00,788.00
