# COLD_BAY_AIRPORT
# Cumulative degree days > 25 starting March 1 from ACIS, gaps filled from climatology
# No years excluded (all years had 10 or fewer days of missing data)
#
d_since_march1,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
25,226.50,271.00,241.50,213.50,248.00,174.50,117.00,224.00,50.00,173.00,178.00,261.50,145.50,188.00,108.00,117.00,300.50,107.50,275.00,79.00,222.00,168.00,235.50,118.50,157.00,259.00,153.50,11.09,73.00,132.50,27.50,150.50,41.00,136.50,228.50,256.00,179.50,46.00,267.00,258.50,217.00,195.00,141.00,222.00
26,236.50,285.50,253.50,222.00,261.00,174.50,117.00,233.50,50.50,181.00,187.50,272.00,152.00,201.50,118.50,127.50,314.00,116.00,284.50,85.00,222.00,168.50,244.50,119.50,157.00,270.50,163.50,11.09,73.00,132.50,31.00,154.00,45.00,147.50,242.00,270.50,194.00,53.00,276.50,270.00,231.00,203.00,149.50,236.50
27,246.50,300.50,264.50,232.50,271.00,175.50,117.00,242.00,50.50,188.00,200.00,276.50,161.50,214.50,125.00,134.00,329.00,120.50,301.50,85.00,222.00,168.50,250.00,124.00,157.00,278.00,175.00,11.09,77.00,138.00,31.00,157.50,47.00,160.00,250.50,284.00,203.00,53.00,286.00,282.00,239.50,221.00,156.50,250.50
28,258.50,315.50,274.00,243.00,277.00,175.50,117.00,250.50,64.50,196.00,213.00,277.00,170.50,227.00,130.50,137.50,342.50,122.50,308.00,85.00,222.00,168.50,252.00,132.50,157.00,278.50,181.50,15.59,88.00,141.50,31.00,163.50,49.00,172.00,263.00,294.50,212.00,53.00,295.00,296.50,239.50,234.50,164.50,264.50
29,269.50,324.00,282.00,257.00,285.00,175.50,124.00,258.00,75.50,200.50,222.00,279.50,177.00,239.00,136.00,140.50,354.00,125.00,318.50,93.50,222.00,168.50,255.50,143.00,157.00,278.50,192.00,25.09,99.50,145.50,31.00,167.00,49.50,178.00,276.00,302.00,225.50,59.00,302.00,309.50,239.50,241.50,174.50,275.50
30,283.00,336.00,284.50,269.50,297.00,175.50,134.00,268.50,81.50,209.50,228.50,289.00,181.50,252.50,147.50,142.00,366.50,125.00,329.00,101.00,224.00,169.50,259.00,159.50,157.00,278.50,201.00,37.09,112.00,145.50,36.50,173.00,49.50,185.50,288.50,305.50,244.50,61.50,309.50,327.50,241.50,248.00,184.00,283.00
31,294.50,349.00,285.50,284.00,306.50,175.50,145.00,281.00,81.50,217.50,241.00,298.50,185.00,265.50,159.50,145.00,376.50,125.00,338.00,102.00,224.00,180.00,269.50,176.50,157.00,283.00,211.00,47.59,120.50,145.50,38.00,177.50,49.50,195.50,303.00,311.00,260.00,66.50,325.50,345.00,250.50,250.00,185.50,290.50
32,307.50,361.50,286.50,296.00,314.50,185.50,150.00,293.00,81.50,219.50,251.50,310.00,189.50,279.50,171.50,145.50,381.00,128.00,350.50,108.00,228.00,195.50,284.50,189.50,157.00,291.00,224.00,57.09,126.50,156.00,38.50,187.00,49.50,208.00,320.00,316.50,273.50,70.00,339.00,363.00,259.00,258.00,195.50,301.50
33,320.00,371.00,296.50,307.50,327.00,195.50,152.50,299.50,81.50,222.50,259.00,322.50,196.00,290.50,183.00,146.00,385.00,140.00,359.50,117.00,239.00,204.50,296.50,203.00,157.00,296.00,241.50,66.59,138.50,156.00,38.50,191.50,49.50,220.50,334.50,322.50,286.00,72.00,350.00,384.00,276.00,272.50,203.00,314.00
34,333.50,380.50,311.00,316.00,338.50,198.00,157.00,306.50,81.50,232.00,264.00,330.00,204.00,303.50,198.00,148.00,386.00,151.50,367.50,128.50,252.00,212.00,308.50,217.00,157.00,296.00,248.50,75.09,145.50,156.50,44.00,199.00,53.00,234.50,349.50,337.50,302.00,75.50,358.50,402.00,297.50,284.50,211.00,328.00
35,346.00,396.00,325.50,323.50,349.50,198.00,157.00,316.50,81.50,241.00,270.00,336.50,210.50,315.50,212.00,151.00,386.00,159.00,375.00,136.50,261.00,226.50,316.50,228.50,165.00,296.00,253.50,85.09,153.50,168.00,44.00,206.50,53.00,248.50,363.50,356.50,316.50,78.00,362.50,418.00,305.00,292.00,212.50,337.00
36,355.00,408.50,338.50,328.00,361.50,198.50,157.00,328.50,81.50,251.50,279.00,348.50,217.00,329.50,227.00,155.00,389.00,165.50,382.50,141.50,268.00,239.50,325.00,238.50,176.00,296.00,266.00,96.59,161.00,181.00,44.00,219.00,57.00,256.00,369.50,368.00,331.50,81.50,368.00,432.50,312.00,306.00,212.50,342.50
37,366.00,419.50,349.00,331.00,373.50,198.50,157.00,344.00,81.50,262.00,295.00,357.00,223.50,343.00,239.00,159.50,397.00,173.50,392.00,146.50,271.00,252.00,333.00,242.00,186.00,303.00,279.50,107.09,165.50,190.50,44.00,232.00,65.00,256.00,372.00,378.50,345.50,85.50,375.50,441.50,314.50,323.50,212.50,345.00
38,379.00,429.50,363.00,340.50,376.00,201.00,161.50,356.50,81.50,274.50,307.00,362.50,232.00,353.00,243.50,162.00,410.50,185.00,405.50,156.00,278.00,263.00,340.00,246.00,196.50,312.00,293.00,112.59,170.50,199.00,44.00,239.50,68.50,256.00,376.00,391.00,360.50,92.50,390.50,448.50,320.00,326.00,212.50,345.00
39,393.50,441.50,378.50,356.00,376.00,202.50,173.50,370.00,81.50,287.50,321.00,368.00,239.50,360.50,243.50,165.00,425.50,199.00,422.00,166.00,287.00,273.50,348.00,249.50,209.50,316.50,302.00,123.09,170.50,210.00,45.00,246.00,75.00,256.00,388.50,398.50,373.50,99.50,403.50,462.50,331.50,331.00,212.50,351.00
40,408.50,457.00,388.50,369.50,380.00,202.50,189.00,375.50,93.00,295.00,331.00,375.00,247.00,368.50,243.50,171.50,441.50,210.50,433.50,173.00,297.50,278.50,354.00,256.50,221.50,319.00,314.00,133.59,170.50,211.50,56.50,253.50,83.50,256.50,404.00,406.00,387.00,110.50,414.00,481.00,344.00,344.00,218.00,363.50
41,421.50,470.00,389.00,384.00,384.50,202.50,202.50,378.00,104.50,299.00,343.00,383.50,247.50,382.50,249.50,173.50,455.50,224.50,445.50,177.50,311.50,282.00,357.00,264.00,230.50,324.50,331.00,143.59,172.00,211.50,68.00,253.50,90.00,256.50,421.50,410.00,400.00,123.00,427.50,498.50,359.00,361.00,229.50,379.50
42,433.50,482.00,389.00,395.00,384.50,202.50,215.50,382.00,114.50,306.00,357.00,388.00,247.50,396.50,259.50,176.00,468.50,241.00,462.50,181.00,324.00,288.00,362.00,279.50,242.00,331.00,340.00,152.59,183.50,211.50,83.50,253.50,94.50,256.50,437.00,411.50,416.00,135.50,440.00,516.00,376.00,373.50,244.00,394.00
43,445.50,491.50,393.50,404.00,384.50,202.50,230.50,391.00,121.50,315.00,372.00,404.50,254.50,410.50,264.00,186.00,482.50,254.00,479.50,181.00,336.00,292.50,373.50,294.00,251.00,345.00,343.50,158.09,203.00,219.00,92.50,253.50,99.00,257.00,451.50,412.00,428.50,152.00,451.00,532.00,391.00,383.00,259.50,403.75
44,459.00,502.00,399.00,419.00,387.00,204.00,243.00,397.50,126.00,321.50,386.50,420.50,266.50,421.50,264.00,199.00,496.00,265.00,492.00,181.00,349.00,301.50,386.50,313.50,267.50,358.00,344.00,159.59,217.50,223.00,98.50,253.50,105.00,261.00,469.50,420.50,443.00,165.50,460.50,546.50,407.50,392.00,274.50,413.70
45,471.50,509.50,399.00,431.00,388.50,204.00,254.00,401.50,137.00,329.50,402.00,432.50,278.50,430.50,266.50,212.00,507.00,270.00,502.50,183.50,360.00,316.00,397.50,327.00,282.50,370.00,348.00,165.09,221.00,229.50,102.50,253.50,114.00,273.50,487.00,426.00,456.50,177.50,475.00,561.00,424.50,399.50,289.50,413.70
46,482.00,523.50,401.00,441.00,393.50,207.00,262.50,405.50,146.00,338.00,417.00,442.50,291.50,442.00,279.50,221.50,519.00,274.50,516.00,194.00,374.50,327.00,409.50,340.50,294.00,380.00,355.50,173.59,223.00,235.50,113.00,259.50,122.00,285.00,503.00,432.00,468.00,191.00,492.50,569.50,440.50,411.00,302.00,418.70
47,493.50,538.00,402.00,454.50,395.50,208.50,269.50,412.50,156.00,345.00,428.50,453.50,303.00,450.50,293.50,233.50,526.00,279.00,526.00,204.50,384.00,337.50,420.00,351.00,308.50,391.00,360.50,185.09,229.00,239.50,119.00,272.50,130.50,298.50,517.50,441.50,480.50,207.00,507.00,579.50,459.00,425.00,310.00,420.20
48,501.00,552.00,402.00,465.50,401.50,212.50,276.00,420.00,169.50,354.00,438.00,469.50,314.50,458.50,304.00,242.00,537.50,292.00,533.50,210.00,395.00,348.00,426.50,359.00,320.00,399.00,363.50,188.59,239.00,242.50,125.00,287.00,137.50,315.00,528.00,453.50,496.50,215.50,521.00,590.00,477.00,439.00,321.50,421.70
49,503.00,566.00,402.00,474.00,407.50,223.00,284.50,426.00,183.00,361.00,446.00,484.00,322.50,471.00,312.50,247.50,553.00,305.00,540.50,218.50,399.50,362.50,441.50,366.00,329.00,402.00,367.50,193.59,252.50,244.00,132.00,302.00,143.00,328.50,539.50,460.00,510.00,225.50,535.00,600.00,494.50,459.00,337.00,429.20
50,508.00,580.50,410.00,484.50,407.50,231.50,288.00,435.00,194.00,373.00,459.50,496.00,328.00,486.00,321.00,251.00,566.50,310.00,549.50,229.00,401.50,379.50,453.00,380.50,341.00,406.00,378.00,203.09,265.50,250.00,145.00,317.50,146.00,336.00,549.50,469.00,525.00,235.00,550.00,609.00,511.50,478.00,352.00,439.20
51,513.00,598.00,423.00,495.50,407.50,234.50,291.50,445.50,205.00,385.00,469.50,504.50,336.50,500.50,326.00,255.50,584.50,315.00,559.00,239.50,404.00,396.50,464.50,394.00,355.00,421.50,388.00,214.59,278.50,260.00,155.50,328.50,149.50,346.00,558.00,472.00,542.00,250.00,560.00,615.00,530.50,496.50,365.50,455.70
52,519.00,613.50,437.50,509.50,408.50,241.00,296.50,452.00,220.00,397.50,481.50,515.50,344.50,510.00,330.50,270.00,600.50,321.50,573.50,248.50,408.00,413.50,477.00,408.50,367.00,434.50,396.00,229.09,295.00,272.50,163.00,344.50,159.50,359.00,576.50,479.50,559.50,267.00,573.00,620.50,549.00,514.00,376.50,467.20
53,526.50,624.00,452.00,526.50,410.50,244.50,299.00,457.50,234.00,409.00,489.00,525.50,358.50,521.00,335.50,283.50,617.00,329.50,587.50,253.00,410.50,423.50,491.00,421.00,380.50,445.00,402.50,242.09,310.50,285.50,172.50,352.50,171.50,378.50,591.50,496.00,576.00,283.50,589.50,624.00,562.00,532.50,388.00,477.70
54,532.50,635.00,463.50,538.50,418.00,245.50,305.50,466.50,246.00,415.50,494.00,536.00,371.50,528.00,341.50,296.50,632.00,342.00,604.00,258.00,412.50,430.50,506.50,438.00,394.00,460.00,405.00,256.09,320.50,297.50,185.50,356.50,180.50,398.50,604.00,509.50,595.00,299.50,607.50,631.50,578.50,549.00,401.50,483.70
55,539.50,651.00,474.50,550.50,432.00,248.50,311.00,477.50,257.00,420.50,502.50,548.50,382.00,539.50,351.00,314.50,641.00,354.00,621.50,265.50,419.50,442.50,524.00,450.50,407.00,478.00,406.00,269.59,323.50,312.50,195.00,363.00,189.00,413.00,622.00,522.00,615.50,316.50,624.00,639.00,594.50,564.50,415.00,496.20
56,553.00,667.00,482.50,568.50,450.00,249.50,317.50,490.50,267.50,429.50,511.00,561.00,390.50,552.50,364.50,326.50,648.00,367.50,641.50,272.50,427.50,455.00,540.50,462.50,418.50,494.50,406.00,281.59,323.50,326.50,200.00,370.50,204.50,426.00,640.00,533.00,632.50,334.50,637.50,648.00,610.00,582.00,429.00,504.70
57,566.00,682.00,494.00,583.50,464.50,252.00,328.00,506.00,277.00,436.00,520.50,570.50,399.00,570.50,373.50,338.00,655.50,381.50,654.50,285.00,440.00,467.50,557.50,477.00,430.00,513.50,411.00,290.09,325.00,341.50,201.00,382.00,216.00,435.00,658.00,546.00,647.00,351.00,655.00,668.50,624.50,602.50,442.00,514.70
58,579.00,699.50,499.50,596.00,480.00,253.50,340.50,518.00,284.50,450.50,533.50,582.00,407.50,590.00,385.50,351.00,663.50,395.50,663.00,296.50,452.00,478.00,575.00,487.50,438.50,532.50,414.50,298.59,330.00,354.50,202.50,396.50,222.00,441.50,672.50,559.50,661.50,366.50,673.00,691.50,634.00,621.50,456.00,526.70
59,590.00,720.00,503.00,609.50,494.00,261.50,349.50,532.50,294.50,468.00,551.50,593.50,418.50,608.00,398.00,362.50,677.00,412.00,672.50,310.50,462.00,488.00,594.00,506.00,450.00,546.00,416.50,313.09,335.50,369.00,205.50,409.00,230.50,454.50,689.50,574.50,675.00,381.50,692.50,713.50,645.00,632.50,472.50,543.20
60,600.50,736.50,504.00,624.00,507.50,266.00,364.50,545.50,308.50,486.00,569.50,606.50,427.00,624.00,409.50,372.50,689.50,428.50,691.00,325.00,476.50,496.50,608.50,524.50,467.00,559.50,422.50,325.09,339.00,380.50,210.50,425.00,235.50,463.50,707.50,590.00,690.00,395.50,707.50,733.50,652.00,646.00,484.50,557.20
61,612.50,752.50,506.50,641.50,513.50,270.50,376.50,558.00,318.00,500.00,580.50,624.00,436.00,639.50,423.00,380.50,702.50,447.00,707.50,335.00,488.50,504.50,621.00,544.00,487.50,575.50,433.50,334.09,342.00,396.50,215.00,439.50,242.50,474.50,724.00,603.00,705.50,407.50,721.00,750.50,666.00,661.00,491.00,570.70
62,626.50,770.50,513.50,654.50,516.00,282.00,390.00,570.00,332.50,516.00,586.00,643.00,445.00,652.00,432.00,390.50,721.50,463.50,726.00,344.00,496.00,510.50,638.50,563.50,505.50,594.00,447.00,343.59,343.00,419.00,221.00,454.00,254.00,482.50,739.50,616.50,720.00,420.50,737.00,765.50,681.50,673.00,504.50,583.70
63,639.50,783.00,523.00,667.00,520.00,294.50,403.50,580.50,349.00,531.50,593.50,660.00,452.50,667.00,439.00,403.50,741.50,476.50,742.00,348.00,505.00,517.00,656.50,584.50,522.00,613.00,458.50,352.59,345.50,432.50,232.00,469.00,261.50,489.50,758.50,631.50,738.00,430.00,749.50,780.50,692.00,684.50,513.00,598.20
64,655.00,793.50,533.50,680.00,529.00,308.50,415.50,592.50,367.00,546.50,606.00,676.00,457.00,682.50,453.00,415.50,759.00,487.50,758.00,350.50,516.00,526.00,673.50,599.50,538.00,630.00,468.50,360.59,352.50,447.00,243.50,480.50,266.50,496.00,774.50,649.50,753.50,443.50,763.00,796.00,705.50,696.50,525.00,609.20
65,670.50,807.00,542.50,690.00,543.00,321.50,428.50,603.50,380.50,559.50,622.00,690.50,461.50,694.50,468.00,423.00,776.00,505.50,772.50,357.00,525.00,528.50,687.50,615.50,557.50,649.50,478.50,368.09,363.00,455.00,254.50,498.00,275.00,505.50,790.50,666.50,771.00,461.00,775.50,812.50,719.50,708.00,535.00,617.20
66,687.00,826.00,552.50,701.00,556.50,338.00,444.50,616.50,398.50,575.50,640.50,707.50,472.00,706.50,480.00,438.00,796.00,522.00,784.00,362.50,535.50,535.00,702.00,634.00,576.00,663.50,487.00,380.59,377.50,462.00,263.00,512.00,283.00,519.00,804.00,684.00,785.00,478.00,784.50,830.50,740.50,723.00,544.50,623.20
67,702.00,848.00,569.00,715.50,568.00,354.50,458.50,629.00,413.00,589.00,653.50,720.50,484.50,716.50,491.50,454.00,817.50,542.50,795.50,370.00,545.00,544.00,722.00,652.50,591.50,675.50,495.50,392.09,393.00,473.00,271.50,530.00,289.00,535.50,818.00,698.00,801.50,493.00,798.50,849.00,758.50,741.50,555.00,628.70
68,717.50,870.50,587.00,730.50,579.00,366.00,474.00,645.00,423.50,605.00,670.50,735.00,490.50,724.00,503.00,469.00,836.50,562.00,809.50,379.50,555.00,556.00,738.00,667.50,604.50,688.00,508.00,401.59,407.50,485.50,285.00,545.00,296.50,552.00,836.00,711.00,822.00,510.50,816.00,868.00,780.00,759.00,568.50,643.20
69,732.50,892.50,602.00,748.50,592.00,376.00,495.50,658.00,439.50,621.00,684.00,747.50,500.50,733.50,513.00,484.50,856.50,574.00,820.00,389.00,564.50,568.00,752.00,681.00,619.50,708.50,521.50,411.09,421.00,493.50,299.50,557.00,305.50,570.50,853.50,726.50,838.50,527.50,831.00,887.00,800.00,778.50,582.00,658.70
70,750.50,913.50,616.00,764.00,600.00,387.00,507.00,669.00,456.50,636.00,695.00,762.00,514.00,751.00,523.00,503.00,876.50,589.50,835.50,398.50,576.00,579.50,766.00,694.00,637.00,728.50,533.00,422.59,432.50,502.50,312.00,567.50,312.00,586.00,872.50,742.50,856.50,541.00,843.00,905.00,819.50,796.00,593.50,670.70
71,765.00,932.50,629.00,782.00,610.00,395.50,515.00,681.00,470.00,651.50,711.50,775.50,526.50,769.00,533.00,522.50,894.00,604.00,848.50,411.00,586.50,592.00,780.50,711.00,654.50,747.50,541.50,437.09,444.50,515.50,324.50,578.00,319.00,596.00,891.50,760.50,874.50,558.50,858.00,922.50,841.00,813.00,606.50,688.20
72,781.50,952.50,639.50,799.00,621.50,405.00,524.50,691.50,483.50,665.50,728.50,790.50,550.00,789.50,545.00,537.00,913.00,620.50,861.50,429.00,600.50,606.50,795.50,726.00,672.00,769.00,551.00,451.09,455.00,536.50,338.00,591.50,323.00,605.50,915.50,777.00,892.00,579.00,872.00,936.50,860.50,827.50,620.00,702.20
73,797.00,977.50,650.00,815.00,634.50,411.50,533.50,702.50,497.00,677.00,746.50,802.50,570.00,809.00,559.00,553.00,932.00,636.00,878.00,447.50,618.00,623.00,815.00,739.50,691.00,787.00,565.50,459.09,469.50,554.50,350.00,608.00,324.00,615.50,939.00,797.00,907.00,596.50,886.50,954.00,880.50,845.50,632.00,713.20
74,811.00,997.00,660.50,832.50,650.50,417.50,540.50,713.50,510.50,686.50,764.50,814.50,588.00,825.50,576.00,568.50,950.50,653.00,892.50,464.00,635.00,637.50,832.50,753.50,709.00,802.50,576.50,468.09,483.00,570.00,364.50,625.50,330.50,627.50,963.50,816.00,929.00,616.00,901.00,969.50,899.00,863.00,645.50,731.20
75,826.00,1018.00,674.00,847.00,666.50,429.50,546.50,725.00,521.50,694.50,781.00,826.50,599.50,843.00,591.50,583.00,971.50,669.00,906.50,482.00,651.00,655.00,849.00,766.00,724.50,822.50,586.50,479.59,495.50,587.50,377.50,642.50,347.00,638.00,988.00,838.00,953.50,633.00,913.50,984.00,920.00,881.00,655.50,743.70
